ontology,root,fragment,text,llm_text,model,statements,unique_concepts,unique_relationships,total_relationships,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#onProperty,http://www.w3.org/2002/07/owl#someValuesFrom,http://purl.org/sig/ont/fma/FMAID,http://purl.org/sig/ont/fma/preferred_name,http://purl.org/sig/ont/fma/synonym,http://www.w3.org/2002/07/owl#disjointWith,http://purl.org/sig/ont/fma/Talairach,http://purl.org/sig/ont/fma/non-English_equivalent,http://purl.org/sig/ont/fma/definition,http://www.w3.org/2000/01/rdf-schema#comment,http://purl.org/sig/ont/fma/EuProstate27,http://purl.org/sig/ont/fma/EuProstate16
fma,http://purl.org/sig/ont/fma/fma81302,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:nerve_to_left_teres_major a owl:Class ;
    rdfs:label ""Nerve to left teres major""@en ;
    ns1:FMAID 81302 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :branch_of ;
            owl:someValuesFrom :left_inferior_subscapular_nerve ],
        [ a owl:Restriction ;
            owl:onProperty :nerve_supply_of ;
            owl:someValuesFrom :left_teres_major ],
        [ a owl:Restriction ;
            owl:onProperty :continuous_proximally_with ;
            owl:someValuesFrom :trunk_of_left_inferior_subscapular_nerve ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part_of ;
            owl:someValuesFrom :peripheral_segment_of_left_inferior_subscapular_nerve ],
        :nerve_to_teres_major ;
    :preferred_name ""Nerve to left teres major""^^xsd:string .

","nerve to left teres major is a type of a nerve to teres major.
nerve to left teres major is a type of at least branch of some a left inferior subscapular nerve.
nerve to left teres major is a type of at least continuous proximally with some a trunk of left inferior subscapular nerve.
nerve to left teres major is a type of at least nerve supply of some a left teres major.
nerve to left teres major is a type of at least regional part of some a peripheral segment of left inferior subscapular nerve.
nerve to left teres major preferred name a Nerve to left teres major.","The Nerve to the Left Teres Major, also known as the Nerve to the Left Teres Major, is a type of nerve that originates from at least one branch of the Left Inferior Subscapular Nerve and is continuous proximally with the trunk of the same nerve. It supplies the Left Teres Major muscle and is a regional part of the peripheral segment of the Left Inferior Subscapular Nerve.",llama3,6,12,7,21,5,1,5,4.0,4.0,1,1.0,,,,,,,,
fma,http://purl.org/sig/ont/fma/fma58394,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:superficial_fascia_of_left_free_upper_limb a owl:Class ;
    rdfs:label ""Superficial fascia of left free upper limb""@en ;
    ns1:FMAID 58394 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :regional_part_of ;
            owl:someValuesFrom :superficial_fascia_of_left_upper_limb ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part_of ;
            owl:someValuesFrom :integument_of_left_free_upper_limb ],
        :superficial_fascia_of_free_upper_limb ;
    :preferred_name ""Superficial fascia of left free upper limb""^^xsd:string .

","superficial fascia of left free upper limb is a type of a superficial fascia of free upper limb.
superficial fascia of left free upper limb is a type of at least constitutional part of some an integument of left free upper limb.
superficial fascia of left free upper limb is a type of at least regional part of some a superficial fascia of left upper limb.
superficial fascia of left free upper limb preferred name a Superficial fascia of left free upper limb.","The superficial fascia of the left free upper limb, also known as the Superficial fascia of the left free upper limb, is a type of superficial fascia found in the left upper limb. It's a constitutional part of the integument and a regional part of the superficial fascia within that same limb.",llama3,4,8,7,13,3,1,3,2.0,2.0,1,1.0,,,,,,,,
fma,http://purl.org/sig/ont/fma/fma34394,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:periosteum_of_distal_epiphysis_of_right_radius a owl:Class ;
    rdfs:label ""Periosteum of distal epiphysis of right radius""@en ;
    ns1:FMAID 34394 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :regional_part_of ;
            owl:someValuesFrom :distal_epiphysis_of_right_radius ],
        :periosteum_of_distal_epiphysis_of_radius ;
    owl:disjointWith :periosteum_of_distal_epiphysis_of_left_radius ;
    :preferred_name ""Periosteum of distal epiphysis of right radius""^^xsd:string ;
    :synonym ""Periosteum of distal end of right radius""^^xsd:string,
        ""Periosteum of lower end of right radius""^^xsd:string .

","periosteum of distal epiphysis of right radius is a type of a periosteum of distal epiphysis of radius.
periosteum of distal epiphysis of right radius is a type of at least regional part of some a distal epiphysis of right radius.
periosteum of distal epiphysis of right radius is different from a periosteum of distal epiphysis of left radius.
periosteum of distal epiphysis of right radius preferred name a Periosteum of distal epiphysis of right radius.
periosteum of distal epiphysis of right radius synonym a Periosteum of distal end of right radius.
periosteum of distal epiphysis of right radius synonym a Periosteum of lower end of right radius.","The periosteum of the distal epiphysis of the right radius is a type of periosteum found on the distal epiphysis of the radius, specifically on the right side. It's also a regional part of that same distal epiphysis. Notably, it's distinct from its counterpart on the left radius. This tissue has been given the preferred name ""Periosteum of distal epiphysis of right radius"", and is alternatively known as both the ""Periosteum of distal end of right radius"" and the ""Periosteum of lower end of right radius"".",llama3,6,7,9,12,2,1,2,1.0,1.0,1,1.0,2.0,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma58243,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:left_lens a owl:Class ;
    rdfs:label ""Left lens""@en ;
    ns1:FMAID 58243 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :nucleus_of_left_lens ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :capsule_of_left_lens ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :left_lens_fiber_mass ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :left_posterior_lens ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part_of ;
            owl:someValuesFrom :left_eyeball ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part_of ;
            owl:someValuesFrom :anterior_segment_of_left_eyeball ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :epithelium_of_left_lens ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :left_anterior_lens ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :cortex_of_left_lens ],
        :lens ;
    :preferred_name ""Left lens""^^xsd:string ;
    :synonym ""Lens of left eye""^^xsd:string .

","left lens is a type of a lens.
left lens is a type of at least constitutional part of some an anterior segment of left eyeball.
left lens is a type of at least constitutional part some a capsule of left lens.
left lens is a type of at least constitutional part some a left lens fiber mass.
left lens is a type of at least constitutional part some an epithelium of left lens.
left lens is a type of at least regional part of some a left eyeball.
left lens is a type of at least regional part some a cortex of left lens.
left lens is a type of at least regional part some a left anterior lens.
left lens is a type of at least regional part some a left posterior lens.
left lens is a type of at least regional part some a nucleus of left lens.
left lens preferred name a Left lens.
left lens synonym a Lens of left eye.","The left lens, also known as the Lens of the left eye, is a constitutional part of the anterior segment of the left eyeball, specifically being a part of the capsule, fiber mass, epithelium, and cortex of the lens itself. It can be further divided into regional parts such as the nucleus, anterior, and posterior regions.",llama3,12,17,8,42,10,1,10,9.0,9.0,1,1.0,1.0,,,,,,,
fma,http://purl.org/sig/ont/fma/fma32161,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:periosteum_of_superior_articular_process_of_fourth_lumbar_vertebra a owl:Class ;
    rdfs:label ""Periosteum of superior articular process of fourth lumbar vertebra""@en ;
    ns1:FMAID 32161 ;
    rdfs:subClassOf :periosteum_of_superior_articular_process_of_lumbar_vertebra ;
    :preferred_name ""Periosteum of superior articular process of fourth lumbar vertebra""^^xsd:string .

","periosteum of superior articular process of fourth lumbar vertebra is a type of a periosteum of superior articular process of lumbar vertebra.
periosteum of superior articular process of fourth lumbar vertebra preferred name a Periosteum of superior articular process of fourth lumbar vertebra.","The periosteum of the superior articular process of the 4th lumbar vertebra is also known as the periosteum of the superior articular process of the lumbar vertebra, and its preferred name is indeed the ""Periosteum of superior articular process of fourth lumbar vertebra"".",llama3,2,3,5,5,1,1,1,,,1,1.0,,,,,,,,
fma,http://purl.org/sig/ont/fma/fma312082,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:segment_of_synovial_capsule_of_knee_joint a owl:Class ;
    rdfs:label ""Segment of synovial capsule of knee joint""@en ;
    ns1:FMAID 312082 ;
    rdfs:subClassOf :segment_of_synovial_joint ;
    :preferred_name ""Segment of synovial capsule of knee joint""^^xsd:string .

","segment of synovial capsule of knee joint is a type of a segment of synovial joint.
segment of synovial capsule of knee joint preferred name a Segment of synovial capsule of knee joint.","The preferred term for the segment of synovial capsule of the knee joint is indeed the ""Segment of synovial capsule of knee joint"". This specific part of the synovial joint, which surrounds the knee joint, has this very name as its official designation.",llama3,2,3,5,5,1,1,1,,,1,1.0,,,,,,,,
fma,http://purl.org/sig/ont/fma/fma269873,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:right_lower_central_incisor_tooth_socket_space a owl:Class ;
    rdfs:label ""Right lower central incisor tooth socket space""@en ;
    ns1:FMAID 269873 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :constitutional_part_of ;
            owl:someValuesFrom :right_lower_central_incisor_tooth_socket ],
        [ a owl:Restriction ;
            owl:onProperty :surrounded_by ;
            owl:someValuesFrom :right_lower_central_incisor_tooth_bony_socket ],
        [ a owl:Restriction ;
            owl:onProperty :contains ;
            owl:someValuesFrom :right_lower_central_incisor_tooth ],
        :central_lower_incisor_tooth_socket_space ;
    owl:disjointWith :left_lower_central_incisor_tooth_socket_space ;
    :preferred_name ""Right lower central incisor tooth socket space""^^xsd:string ;
    :synonym ""Socket space 25""^^xsd:string,
        ""Socket space for right lower central secondary incisor tooth""^^xsd:string,
        ""Socket space for tooth 25""^^xsd:string .

","right lower central incisor tooth socket space is a type of a central lower incisor tooth socket space.
right lower central incisor tooth socket space is a type of at least constitutional part of some a right lower central incisor tooth socket.
right lower central incisor tooth socket space is a type of at least contains some a right lower central incisor tooth.
right lower central incisor tooth socket space is a type of at least surrounded by some a right lower central incisor tooth bony socket.
right lower central incisor tooth socket space is different from a left lower central incisor tooth socket space.
right lower central incisor tooth socket space preferred name a Right lower central incisor tooth socket space.
right lower central incisor tooth socket space synonym a Socket space 25.
right lower central incisor tooth socket space synonym a Socket space for right lower central secondary incisor tooth.
right lower central incisor tooth socket space synonym a Socket space for tooth 25.","The right lower central incisor tooth socket space is a specific type of central incisor tooth socket space, and it's also considered a constitutional part of the right lower central incisor tooth itself. This socket space contains the right lower central incisor tooth and is surrounded by its bony socket. It's distinct from the left lower central incisor tooth socket space, and its preferred name is indeed ""Right lower central incisor tooth socket space"".",llama3,9,11,9,21,4,1,4,3.0,3.0,1,1.0,3.0,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma234920,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:lymphatic_vessel_of_upper_limb a owl:Class ;
    rdfs:label ""Lymphatic vessel of upper limb""@en ;
    ns1:FMAID 234920 ;
    rdfs:subClassOf :vessel_of_lymphatic_chain ;
    :preferred_name ""Lymphatic vessel of upper limb""^^xsd:string .

","lymphatic vessel of upper limb is a type of a vessel of lymphatic chain.
lymphatic vessel of upper limb preferred name a Lymphatic vessel of upper limb.","The preferred name for the ""lymphatic vessel of upper limb"" is actually just that - a ""Lymphatic vessel of upper limb"". It's a specific type of vessel, part of the lymphatic chain, and its primary function is to facilitate the flow of lymphatic fluid in the upper limb.",llama3,2,3,5,5,1,1,1,,,1,1.0,,,,,,,,
fma,http://purl.org/sig/ont/fma/fma47277,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:tendon_of_left_flexor_hallucis_brevis a owl:Class ;
    rdfs:label ""Tendon of left flexor hallucis brevis""@en ;
    ns1:FMAID 47277 ;
    rdfs:subClassOf :tendon_of_flexor_hallucis_brevis ;
    :preferred_name ""Tendon of left flexor hallucis brevis""^^xsd:string ;
    :synonym ""Left flexor hallucis brevis tendon""^^xsd:string .

","tendon of left flexor hallucis brevis is a type of a tendon of flexor hallucis brevis.
tendon of left flexor hallucis brevis preferred name a Tendon of left flexor hallucis brevis.
tendon of left flexor hallucis brevis synonym a Left flexor hallucis brevis tendon.","The tendon of the left flexor hallucis brevis, also known as the left flexor hallucis brevis tendon or simply the Tendon of left flexor hallucis brevis, is another name for itself.",llama3,3,3,6,6,1,1,1,,,1,1.0,1.0,,,,,,,
fma,http://purl.org/sig/ont/fma/fma44828,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:muscular_branch_of_anterior_interosseous_nerve a owl:Class ;
    rdfs:label ""Muscular branch of anterior interosseous nerve""@en ;
    ns1:FMAID 44828 ;
    rdfs:subClassOf :branch_of_anterior_interosseous_nerve ;
    owl:disjointWith :articular_branch_of_anterior_interosseous_nerve ;
    :preferred_name ""Muscular branch of anterior interosseous nerve""^^xsd:string .

","muscular branch of anterior interosseous nerve is a type of a branch of anterior interosseous nerve.
muscular branch of anterior interosseous nerve is different from an articular branch of anterior interosseous nerve.
muscular branch of anterior interosseous nerve preferred name a Muscular branch of anterior interosseous nerve.","The muscular branch of the anterior interosseous nerve is a specific type of branch that originates from the anterior interosseous nerve, and it's distinct from the articular branch. Its preferred name is indeed the muscular branch of the anterior interosseous nerve.",llama3,3,4,6,6,1,1,1,,,1,1.0,,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma20612,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:space_of_peritoneal_fossa a owl:Class ;
    rdfs:label ""Space of peritoneal fossa""@en ;
    ns1:FMAID 20612 ;
    rdfs:subClassOf :subdivision_of_cavity_of_greater_sac ;
    :preferred_name ""Space of peritoneal fossa""^^xsd:string ;
    :synonym ""Peritoneal fossa (space)"" .

","space of peritoneal fossa is a type of a subdivision of cavity of greater sac.
space of peritoneal fossa preferred name a Space of peritoneal fossa.
space of peritoneal fossa synonym a Peritoneal fossa (space).","The space of peritoneal fossa, also known as the Peritoneal fossa (space), is a subdivision within the cavity of the greater sac.",llama3,3,3,6,6,1,1,1,,,1,1.0,1.0,,,,,,,
fma,http://purl.org/sig/ont/fma/fma82385,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:left_tenth_levator_costae a owl:Class ;
    rdfs:label ""Left tenth levator costae""@en ;
    ns1:FMAID 82385 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :nerve_supply ;
            owl:someValuesFrom :nerve_to_left_tenth_levator_costae ],
        :tenth_levator_costae ;
    :preferred_name ""Left tenth levator costae""^^xsd:string .

","left tenth levator costae is a type of a tenth levator costae.
left tenth levator costae is a type of at least nerve supply some a nerve to left tenth levator costae.
left tenth levator costae preferred name a Left tenth levator costae.","The left tenth levator costae, also known as the left tenth levator costae, has a nerve supply that includes at least one nerve that innervates it. Its preferred name is indeed the left tenth levator costae itself.",llama3,3,6,7,9,2,1,2,1.0,1.0,1,1.0,,,,,,,,
fma,http://purl.org/sig/ont/fma/fma13771,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:cavity_of_right_fifth_costotransverse_joint a owl:Class ;
    rdfs:label ""Cavity of right fifth costotransverse joint""@en ;
    ns1:FMAID 13771 ;
    rdfs:subClassOf :cavity_of_fifth_costotransverse_joint ;
    owl:disjointWith :cavity_of_left_fifth_costotransverse_joint ;
    :preferred_name ""Cavity of right fifth costotransverse joint""^^xsd:string ;
    :synonym ""Right fifth costotransverse joint cavity""^^xsd:string .

","cavity of right fifth costotransverse joint is a type of a cavity of fifth costotransverse joint.
cavity of right fifth costotransverse joint is different from a cavity of left fifth costotransverse joint.
cavity of right fifth costotransverse joint preferred name a Cavity of right fifth costotransverse joint.
cavity of right fifth costotransverse joint synonym a Right fifth costotransverse joint cavity.","The cavity of the right fifth costotransverse joint is a specific type of cavity, distinct from its left counterpart. It's also referred to as the ""Cavity of right fifth costotransverse joint"" or simply the ""Right fifth costotransverse joint cavity"".",llama3,4,4,7,7,1,1,1,,,1,1.0,1.0,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma22500,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:femoral_nutrient_artery a owl:Class ;
    rdfs:label ""Femoral nutrient artery""@en ;
    ns1:FMAID 22500 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :branch_of ;
            owl:someValuesFrom :deep_femoral_artery ],
        :perforating_femoral_artery ;
    :preferred_name ""Femoral nutrient artery""^^xsd:string .

","femoral nutrient artery is a type of a perforating femoral artery.
femoral nutrient artery is a type of at least branch of some a deep femoral artery.
femoral nutrient artery preferred name a Femoral nutrient artery.","The femoral nutrient artery, also known as the Femoral nutrient artery, is a type of perforating femoral artery and is always a branch of a deep femoral artery, but it's not necessarily the only one.",llama3,3,6,7,9,2,1,2,1.0,1.0,1,1.0,,,,,,,,
fma,http://purl.org/sig/ont/fma/fma241616,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:bone_of_distal_metaphysis_of_distal_phalanx_of_left_little_finger a owl:Class ;
    rdfs:label ""Bone of distal metaphysis of distal phalanx of left little finger""@en ;
    ns1:FMAID 241616 ;
    rdfs:subClassOf :bone_of_distal_metaphysis_of_distal_phalanx_of_little_finger ;
    :preferred_name ""Bone of distal metaphysis of distal phalanx of left little finger""^^xsd:string .

","bone of distal metaphysis of distal phalanx of left little finger is a type of a bone of distal metaphysis of distal phalanx of little finger.
bone of distal metaphysis of distal phalanx of left little finger preferred name a Bone of distal metaphysis of distal phalanx of left little finger.","The bone of the distal metaphysis of the distal phalanx of the left little finger is specifically referred to as the ""Bone of distal metaphysis of distal phalanx of left little finger"", and it's also a type of bone found in the distal metaphysis of the distal phalanx of the little finger.",llama3,2,3,5,5,1,1,1,,,1,1.0,,,,,,,,
fma,http://purl.org/sig/ont/fma/fma65165,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:epimysium_of_right_tibialis_posterior a owl:Class ;
    rdfs:label ""Epimysium of right tibialis posterior""@en ;
    ns1:FMAID 65165 ;
    rdfs:subClassOf :epimysium_of_tibialis_posterior ;
    owl:disjointWith :epimysium_of_left_tibialis_posterior ;
    :preferred_name ""Epimysium of right tibialis posterior""^^xsd:string ;
    :synonym ""Right tibialis posterior epimysium""^^xsd:string .

","epimysium of right tibialis posterior is a type of an epimysium of tibialis posterior.
epimysium of right tibialis posterior is different from an epimysium of left tibialis posterior.
epimysium of right tibialis posterior preferred name a Epimysium of right tibialis posterior.
epimysium of right tibialis posterior synonym a Right tibialis posterior epimysium.","The epimysium of the right tibialis posterior muscle is a specific type of covering, and it's distinct from its counterpart on the left side. It also goes by the preferred name ""Epimysium of right tibialis posterior"" or the synonym ""Right tibialis posterior epimysium"".",llama3,4,4,7,7,1,1,1,,,1,1.0,1.0,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma24787,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:sixth_cervical_vertebral_arch a owl:Class ;
    rdfs:label ""Sixth cervical vertebral arch""@en ;
    ns1:FMAID 24787 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :regional_part_of ;
            owl:someValuesFrom :sixth_cervical_vertebra ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :left_inferior_articular_process_of_sixth_cervical_vertebra ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :left_pedicle_of_sixth_cervical_vertebra ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :right_pedicle_of_sixth_cervical_vertebra ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :spinous_process_of_sixth_cervical_vertebra ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :bony_part_of_sixth_cervical_vertebral_arch ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :right_superior_articular_process_of_sixth_cervical_vertebra ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :right_transverse_process_of_sixth_cervical_vertebra ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :left_superior_articular_process_of_sixth_cervical_vertebra ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :left_lamina_of_sixth_cervical_vertebra ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :right_inferior_articular_process_of_sixth_cervical_vertebra ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :left_transverse_process_of_sixth_cervical_vertebra ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :right_lamina_of_sixth_cervical_vertebra ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :periosteum_of_sixth_cervical_vertebral_arch ],
        :cervical_vertebral_arch ;
    :preferred_name ""Sixth cervical vertebral arch""^^xsd:string ;
    :synonym ""Arch of sixth cervical vertebra""^^xsd:string .

","sixth cervical vertebral arch is a type of a cervical vertebral arch.
sixth cervical vertebral arch is a type of at least regional part of some a sixth cervical vertebra.
sixth cervical vertebral arch is a type of at least regional part some a bony part of sixth cervical vertebral arch.
sixth cervical vertebral arch is a type of at least regional part some a left inferior articular process of sixth cervical vertebra.
sixth cervical vertebral arch is a type of at least regional part some a left lamina of sixth cervical vertebra.
sixth cervical vertebral arch is a type of at least regional part some a left pedicle of sixth cervical vertebra.
sixth cervical vertebral arch is a type of at least regional part some a left superior articular process of sixth cervical vertebra.
sixth cervical vertebral arch is a type of at least regional part some a left transverse process of sixth cervical vertebra.
sixth cervical vertebral arch is a type of at least regional part some a periosteum of sixth cervical vertebral arch.
sixth cervical vertebral arch is a type of at least regional part some a right inferior articular process of sixth cervical vertebra.
sixth cervical vertebral arch is a type of at least regional part some a right lamina of sixth cervical vertebra.
sixth cervical vertebral arch is a type of at least regional part some a right pedicle of sixth cervical vertebra.
sixth cervical vertebral arch is a type of at least regional part some a right superior articular process of sixth cervical vertebra.
sixth cervical vertebral arch is a type of at least regional part some a right transverse process of sixth cervical vertebra.
sixth cervical vertebral arch is a type of at least regional part some a spinous process of sixth cervical vertebra.
sixth cervical vertebral arch preferred name a Sixth cervical vertebral arch.
sixth cervical vertebral arch synonym a Arch of sixth cervical vertebra.","The sixth cervical vertebral arch is a type of cervical vertebral arch, and it's also a regional part of the sixth cervical vertebra. Specifically, it can be found as a regional part of various bony structures within the sixth cervical vertebra, including the inferior articular processes, lamina, pedicles, superior articular processes, transverse processes, and spinous process.",llama3,17,20,8,62,15,1,15,14.0,14.0,1,1.0,1.0,,,,,,,
