fragment,text
"@prefix : <https://zaitoun.dev/onto/> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:cirrus_homogenitus_cloud rdfs:label ""cirrus homogenitus cloud"" ;
    rdfs:subClassOf :cirrus_cloud,
        :homogenitus_cloud ;
    :has_definition ""A cloud which is cirriform and is formed by condensation events centred on an aircraft's contrail."" .

:cirrus_cloud rdfs:label ""cirrus cloud"" .

:homogenitus_cloud rdfs:label ""homogenitus cloud"" .

",The cirrus homogenitus cloud is a sub-class of both the cirrus cloud and the homogenitus cloud. It is specifically defined as a cirriform cloud that is formed by condensation events centered on an aircraft's contrail.
"@prefix : <https://zaitoun.dev/onto/> .
@prefix dc: <http://purl.org/dc/elements/1.1/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:cirrus_cloud rdfs:label ""cirrus cloud"" ;
    dc:contributor <https://orcid.org/0000-0002-2996-719X> ;
    rdfs:subClassOf [ owl:onProperty :composed_primarily_of ;
            owl:someValuesFrom [ owl:intersectionOf [ rdf:first :object_aggregate ;
                            rdf:rest [ rdf:first [ owl:onProperty :has_member ;
                                            owl:someValuesFrom :water_ice_crystal ] ] ] ] ],
        [ owl:onProperty :part_of ;
            owl:someValuesFrom :high_atmospheric_level ],
        [ owl:onProperty :has_quality ;
            owl:someValuesFrom :filamentous ],
        :ice_mass,
        :water_based_cloud ;
    :has_definition ""A cloud which 1) has been shaped into detached fibrous filaments, 2) is almost exclusively composed of ice crystals, 3) is located in the high level of the atmosphere (high étage).""@en ;
    :has_exact_synonym ""(Eis)-Federwolke""@de,
        ""Cirruswolke""@de,
        ""Zirruswolke""@de .

:composed_primarily_of rdfs:label ""composed primarily of"" .

:filamentous rdfs:label ""filamentous"" .

:has_member rdfs:label ""has member"" .

:has_quality rdfs:label ""has quality"" .

:high_atmospheric_level rdfs:label ""high atmospheric level"" .

:ice_mass rdfs:label ""ice mass"" .

:object_aggregate rdfs:label ""object aggregate"" .

:part_of rdfs:label ""part of"" .

:water_based_cloud rdfs:label ""water-based cloud"" .

:water_ice_crystal rdfs:label ""water ice crystal"" .

","Cirrus cloud is a subclass of ice mass and also of water-based cloud. It exhibits a specific property that it is part of the high atmospheric level and possesses the quality of being filamentous. Apart from being a part of high atmospheric level, Cirrus cloud is primarily composed of an aggregate object that includes water ice crystal as its member. 

There's a comprehensive definition of the Cirrus cloud stating that, it is a cloud which 1) has been shaped into detached fibrous filaments, 2) is almost exclusively composed of ice crystals, and 3) is located in the high level of the atmosphere. A certain contributor with the identifier https://orcid.org/0000-0002-2996-719X has contributed to this information.

As per synonyms, Cirrus cloud can alternatively be referred to as '(Eis)-Federwolke', 'Cirruswolke' or 'Zirruswolke'."
"@prefix : <https://zaitoun.dev/onto/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:obsolete_newcloud rdfs:label ""obsolete newCloud"" ;
    owl:deprecated true ;
    :has_definition ""OBSOLETE A cloud which"" .

","The term ""obsolete newCloud"" is defined as ""OBSOLETE A cloud which"". This term is now considered deprecated and its status is set to true."
"@prefix : <https://zaitoun.dev/onto/> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:iucn_strict_nature_reserve rdfs:label ""IUCN strict nature reserve"" ;
    rdfs:subClassOf :area_protected_according_to_iucn_guidelines ;
    :has_broad_synonym ""strict nature reserve"" ;
    :has_definition ""An IUCN protected area in which human visitation, use and impacts are strictly controlled and limited to ensure protection and conservation of natural biodiversity and/or geodiversity, natural ecosystem assemblages and processes, and any associated cultural and spiritual values."" .

:area_protected_according_to_iucn_guidelines rdfs:label ""area protected according to IUCN guidelines"" .

","An IUCN strict nature reserve is a subclass of areas that are protected according to the IUCN guidelines. This protected area is defined as a region where human visitation, use, and impacts are strictly controlled and limited. This rigorous management system is maintained to ensure the protection and conservation of natural biodiversity and/or geodiversity, natural ecosystem assemblages, processes, and any associated cultural and spiritual values . In a broader context, the IUCN strict nature reserve is also referred to as a 'strict nature reserve'."
"@prefix : <https://zaitoun.dev/onto/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:iucn_wilderness_area rdfs:label ""IUCN wilderness area"" ;
    rdfs:subClassOf [ owl:onProperty :overlaps ;
            owl:someValuesFrom [ owl:intersectionOf [ rdf:first :planetary_surface ;
                            rdf:rest [ rdf:first [ owl:onProperty :composed_primarily_of ;
                                            owl:someValuesFrom :natural_environment ] ] ] ] ],
        :area_protected_according_to_iucn_guidelines ;
    :has_definition ""An IUCN protected area which 1) is dominated by natural ecosystems, 2) is sufficiently large to allow those ecosystems to function and develop without local anthropogenic perturbation, 3) is  managed to prevent perturbations by proximate or local anthropisation, including those caused by local and/or indigenous human communities or human visitation."" ;
    :has_exact_synonym ""wilderness area"" .

:area_protected_according_to_iucn_guidelines rdfs:label ""area protected according to IUCN guidelines"" .

:composed_primarily_of rdfs:label ""composed primarily of"" .

:natural_environment rdfs:label ""natural environment"" .

:overlaps rdfs:label ""overlaps"" .

:planetary_surface rdfs:label ""planetary surface"" .

","The IUCN wilderness area is a subclass of the area protected according to IUCN guidelines. It is defined as an IUCN protected area which 1) is dominated by natural ecosystems, 2) is sufficiently large to allow those ecosystems to function and develop without local anthropogenic perturbation, 3) is managed to prevent perturbations by proximate or local anthropisation, including those caused by local and/or indigenous human communities or human visitation. This area is also exactly synonymous with the wilderness area. Furthermore, this IUCN wilderness area has a property overlap and possesses certain values from intersections with the planetary surface. Additionally, it is primarily composed of certain values from an intersection with the natural environment."
"@prefix : <https://zaitoun.dev/onto/> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:geodiversity rdfs:label ""geodiversity"" ;
    rdfs:subClassOf :physical_object_quality ;
    :has_definition ""A quality which inheres in a astronomical body or astronomical body part by virtue of the variation in its material composition, participation in geological processes, and the variation in is land- and hydroforms."" .

:physical_object_quality rdfs:label ""physical object quality"" .

","Geodiversity is a sub-class of physical object quality. It is defined as a quality that adheres to an astronomical body or part thereof, owing to the variation in its material composition, involvement in geological processes, as well as the variation in its land- and hydroforms."
"@prefix : <https://zaitoun.dev/onto/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:iucn_natural_monument_or_feature rdfs:label ""IUCN natural monument or feature"" ;
    rdfs:subClassOf [ owl:onProperty :overlaps ;
            owl:someValuesFrom :natural_monument ],
        :area_protected_according_to_iucn_guidelines ;
    :has_definition ""An IUCN protected area which includes a primarily natural formation designated to be of high natural heritage value and the environmental systems which it determines (e.g. the spray zone of a waterfall monument)."" ;
    :has_related_synonym ""natural monument"" .

:area_protected_according_to_iucn_guidelines rdfs:label ""area protected according to IUCN guidelines"" .

:natural_monument rdfs:label ""natural monument"" .

:overlaps rdfs:label ""overlaps"" .

","The IUCN natural monument or feature is a subclass of the area that's protected according to IUCN guidelines. It specifically overlaps with certain properties and also shares some values from the natural monument. In addition, the IUCN natural monument or feature is defined as an IUCN protected area which includes a primarily natural formation that's designated to be of high natural heritage value, including the environmental systems it influences. For instance, this might be the spray zone of a waterfall monument. This IUCN category also shares a related synonym with the term 'natural monument'."
"@prefix : <https://zaitoun.dev/onto/> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:iucn_habitat_species_management_area rdfs:label ""IUCN habitat/species management area"" ;
    rdfs:subClassOf :area_protected_according_to_iucn_guidelines ;
    :has_broad_synonym ""habitat management area"" ;
    :has_definition ""An IUCN protected area within which the habitats of or ecosystems used by floral and faunal species deemed to be of international, national, or local importance are maintained, conserved, or restored such that their composition and functional integrity are maintained."" ;
    :has_related_synonym ""species management area"" .

:area_protected_according_to_iucn_guidelines rdfs:label ""area protected according to IUCN guidelines"" .

","The IUCN habitat/species management area is a subclass of areas that are protected according to IUCN guidelines. This means that it's a type of area specifically designated for preservation as per guidelines set by the International Union for Conservation of Nature (IUCN). The IUCN habitat/species management area is defined as a protected area within which the habitats or ecosystems used by floral and faunal species, deemed to be of international, national, or local importance, are maintained, conserved, or restored. This ensures that their composition and functional integrity are kept intact. In terms of synonyms, the term ""IUCN habitat/species management area"" is often broadly referred to as 'habitat management area'. It also has a more closely related synonym, 'species management area'."
"@prefix : <https://zaitoun.dev/onto/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:ecosystem_fragment rdfs:label ""ecosystem fragment"" ;
    rdfs:subClassOf [ owl:onProperty :formed_as_result_of ;
            owl:someValuesFrom :ecosystem_fragmentation_process ],
        :ecosystem ;
    :has_definition ""An ecosystem which has been causally isolated from a larger ecosystem within which it was previously embedded, such that the direct exchange of materials, resources, and energy between these systems is severely or entirely curtailed."" .

:ecosystem rdfs:label ""ecosystem"" .

:ecosystem_fragmentation_process rdfs:label ""ecosystem fragmentation process"" .

:formed_as_result_of rdfs:label ""formed as result of"" .

","An ecosystem fragment is a subclass of an ecosystem. This fragment is formed as a result of an ecosystem fragmentation process, which is an inherent property of the ecosystem fragment. Furthermore, the definition of an ecosystem fragment is an ecosystem that has been causally isolated from a larger ecosystem within which it was previously embedded, such that the direct exchange of materials, resources, and energy between these systems is significantly or entirely curtailed."
"@prefix : <https://zaitoun.dev/onto/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:ecosystem_fragmentation_process rdfs:label ""ecosystem fragmentation process"" ;
    rdfs:subClassOf [ owl:onProperty :has_input ;
            owl:someValuesFrom :ecosystem ],
        [ owl:onProperty :causally_upstream_of_or_within ;
            owl:someValuesFrom :ecosystem_decay ],
        [ owl:onProperty :results_in_formation_of ;
            owl:someValuesFrom :ecosystem_fragment ],
        :biological_process,
        :ecosystem_process ;
    owl:equivalentClass [ owl:intersectionOf [ rdf:first :ecosystem_process ;
                    rdf:rest [ rdf:first [ owl:onProperty :has_input ;
                                    owl:someValuesFrom :ecosystem ] ;
                            rdf:rest [ rdf:first [ owl:onProperty :results_in_formation_of ;
                                            owl:someValuesFrom :ecosystem_fragment ] ] ] ] ] ;
    :has_definition ""A process during which one or more parts of an ecosystem become causally isolated such that the direct flow or exchange of materials, resources, and energy between a given fragment and the remainder of the original system is severely curtailed or entirely halted."" .

:biological_process rdfs:label ""biological_process"" .

:causally_upstream_of_or_within rdfs:label ""causally upstream of or within"" .

:ecosystem_decay rdfs:label ""ecosystem decay"" .

:ecosystem rdfs:label ""ecosystem"" .

:ecosystem_fragment rdfs:label ""ecosystem fragment"" .

:ecosystem_process rdfs:label ""ecosystem process"" .

:has_input rdfs:label ""has input"" .

:results_in_formation_of rdfs:label ""results in formation of"" .

","The ecosystem fragmentation process is a concept that intersects with the ecosystem process. This process also intersects with 'has input' property and has some value from 'ecosystem.' Furthermore, this process has another intersection where it connects with the property 'results in formation of,' and from this intersection, some values from 'ecosystem fragment' are derived. 

The ecosystem fragmentation process is a subclass of the ecosystem process and biological process, indicating that it is a subset of these broader concepts. It is also linked with the 'has input' property as a subclass and derives some values from 'ecosystem.' Alongside, as a subclass, it is related to the property 'results in formation of' and takes values from 'ecosystem fragment.' Moreover, this process has a further subclass connection where it is causally upstream of or within the 'ecosystem decay.' 

In definition terms, the ecosystem fragmentation process is a process during which one or more parts of an ecosystem become causally isolated. This situation severely limits or entirely halts the direct flow or exchange of materials, resources, and energy between a given fragment and the remainder of the original system."
"@prefix : <https://zaitoun.dev/onto/> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:area_protected_according_to_iucn_guidelines rdfs:label ""area protected according to IUCN guidelines"" ;
    rdfs:subClassOf :area_of_protected_biodiversity ;
    :alternative_term ""IUCN protected area""@en ;
    :has_definition ""A protected area in which management objectives have been declared, by a local governing body or authority, to adhere to the guidelines set forth by the International Union for the Conservation of Nature (IUCN)."" .

:area_of_protected_biodiversity rdfs:label ""area of protected biodiversity"" .

",The area protected according to IUCN guidelines falls under the subclass of area of protected biodiversity. It is defined as a protected area in which management objectives have been declared by a local governing body or authority to adhere to the guidelines set forth by the International Union for the Conservation of Nature (IUCN). This area is also alternatively referred to as the IUCN protected area.
"@prefix : <https://zaitoun.dev/onto/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:active_ecosystem_management_process rdfs:label ""active ecosystem management process"" ;
    rdfs:subClassOf [ owl:onProperty :has_participant ;
            owl:someValuesFrom :ecosystem ],
        :anthropogenic_environmental_process,
        :anthropogenic_modulatory_intervention_process ;
    :has_definition ""A process during which an ecosystem, its parts, or the processes it participates in are modified by human intervention to accomplish an objective."" ;
    :has_exact_synonym ""ecosystem management"" ;
    :has_related_synonym ""environmental management"",
        ""Umweltmaßnahme""@de .

:anthropogenic_environmental_process rdfs:label ""anthropogenic environmental process"" .

:anthropogenic_modulatory_intervention_process rdfs:label ""anthropogenic modulatory intervention process"" .

:ecosystem rdfs:label ""ecosystem"" .

:has_participant rdfs:label ""has participant"" .

","The active ecosystem management process is a subclass of both the anthropogenic modulatory intervention process and the anthropogenic environmental process. Furthermore, it has properties which consider the participation of specific participants. Among some values, the consideration specifically involves the ecosystem. 

The active ecosystem management process defined is a procedure wherein an ecosystem gets altered by human intervention to attain certain goals. It is exactly synonymous with the term ""ecosystem management"". In addition, it is also related with the terms ""Umweltmaßnahme"", which means environmental measure in German, and ""environmental management""."
"@prefix : <https://zaitoun.dev/onto/> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:conservation_focused_active_ecosystem_management_process rdfs:label ""conservation-focused active ecosystem management process"" ;
    rdfs:subClassOf :active_ecosystem_management_process ;
    :has_definition ""An active management process which has the conservation of an ecosystem, or a part thereof, as its primary objective."" ;
    :has_related_synonym ""conservation action"",
        ""conservation process"",
        ""nature conservation"",
        ""Umweltschutz""@de .

:active_ecosystem_management_process rdfs:label ""active ecosystem management process"" .

","The conservation-focused active ecosystem management process is a subclass of the broader term active ecosystem management process. By definition, this process is an active management process with the primary objective being the conservation of an ecosystem, or part of it. It is known by several related synonyms, including ""Umweltschutz"", ""conservation action"", ""conservation process"", and ""nature conservation""."
"@prefix : <https://zaitoun.dev/onto/> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:iucn_protected_landscape_seascape rdfs:label ""IUCN protected landscape/seascape"" ;
    rdfs:subClassOf :area_protected_according_to_iucn_guidelines ;
    :has_definition ""An IUCN protected area which 1) includes entities that have been deemed to be of high scenic quality, 2) is composed of a historically stable assemblage of causally interlinked natural and anthropised ecosystems that provides cultural ecosystem services, and 3) hosts traditional and sustainable human activities."" .

:area_protected_according_to_iucn_guidelines rdfs:label ""area protected according to IUCN guidelines"" .

","An IUCN protected Landscape/Seascape is a subclass of an area that is protected in accordance with IUCN guidelines. This specific classification refers to an IUCN protected area that meets several criteria: it includes entities of high scenic quality, composed of historically stable assemblages of naturally interlinked and anthropised ecosystems providing cultural ecosystem services, and it also hosts traditional and sustainable human activities."
"@prefix : <https://zaitoun.dev/onto/> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:sacred_site rdfs:label ""sacred site"" ;
    rdfs:subClassOf :site ;
    :has_definition ""A site which is bounded or relativised by a material entity which is of spiritual significance to one or more human groups."" .

:site rdfs:label ""site"" .

","A sacred site is a sub-category of a site. By definition, a sacred site is a specific location, delimited by a physical entity that bears spiritual significance for one or more human groups."
"@prefix : <https://zaitoun.dev/onto/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:ecosystem_decay rdfs:label ""ecosystem decay"" ;
    rdfs:subClassOf [ owl:onProperty :has_participant ;
            owl:someValuesFrom :ecosystem_fragment ],
        [ owl:onProperty :causally_downstream_of_or_within ;
            owl:someValuesFrom :ecosystem_fragmentation_process ],
        [ owl:onProperty :has_participant ;
            owl:someValuesFrom :habitat ],
        [ owl:onProperty :has_participant ;
            owl:someValuesFrom :ecological_community ],
        :ecosystem_process ;
    :has_definition ""A process during which an ecosystem fragment loses its system integrity, with many of its resident ecological populations 1) losing their habitats, 2) undergoing a loss of functional and phylogenetic diversity, and 3) undergoing a subsequent genetic destabilisation through inbreeding."" .

:causally_downstream_of_or_within rdfs:label ""causally downstream of or within"" .

:ecological_community rdfs:label ""ecological community"" .

:ecosystem_fragment rdfs:label ""ecosystem fragment"" .

:ecosystem_fragmentation_process rdfs:label ""ecosystem fragmentation process"" .

:ecosystem_process rdfs:label ""ecosystem process"" .

:habitat rdfs:label ""habitat"" .

:has_participant rdfs:label ""has participant"" .

","Ecosystem decay is a subclass of ecosystem process. Ecosystem decay is a process during which an ecosystem fragment loses its system integrity, with many of its resident ecological populations undergoing a loss of habitats, experiencing a loss of functional and phylogenetic diversity, and suffering a subsequent genetic destabilisation through inbreeding. 

Moreover, ecosystem decay has various participants and associations. It has a certain relation with the property of habitat, where it is a participant. Also, it shares a similar relationship with ecosystem fragment and ecological community, acting as a participant in these properties as well. In addition, ecosystem decay is causally downstream of or within the ecosystem fragmentation process, meaning it follows or occurs within this process."
