fragment,text
"
:polar_stratospheric_cloud rdfs:label ""polar stratospheric cloud"" ;
    :definition ""Polar stratospheric clouds are clouds which form in the winter polar stratosphere at altitudes of 15,000–25,000 metres and which support chemical reactions that produce active chlorine and remove gaseous nitric acid, catalysing ozone destruction."" ;
    :has_exact_synonym ""nacreous cloud"" ;
    :has_related_synonym ""PSC"" ;
    :sub_class_of :water_based_cloud .

:water_based_cloud rdfs:label ""water-based cloud"" .

","A polar stratospheric cloud is a type of water-based cloud that forms in the winter polar stratosphere at altitudes of 15,000–25,000 meters. These clouds support chemical reactions that produce active chlorine and remove gaseous nitric acid, leading to the destruction of ozone. Another term for a polar stratospheric cloud is a nacreous cloud, and it is also commonly referred to as PSC."
"
:sparsely_populated_settlement rdfs:label ""sparsely populated settlement"" ;
    :definition ""A settlement with a low density of buildings and inhabitants."" ;
    :sub_class_of :populated_place .

:populated_place rdfs:label ""populated place"" .

","A sparsely populated settlement is a type of populated place characterized by a low density of buildings and inhabitants. In other words, it is a settlement with few buildings and a small number of people residing in it."
"
:rural_settlement rdfs:label ""rural settlement"" ;
    :definition ""A settlement which has lower population density than a town, city, or other urban environment and is primarily used for agricultural or pastoral activity."" ;
    :sub_class_of [ :on_property :part_of ;
            :some_values_from :rural_area ],
        :anthropised_terrestrial_environmental_zone,
        :sparsely_populated_settlement .

:anthropised_terrestrial_environmental_zone rdfs:label ""anthropised terrestrial environmental zone"" .

:part_of rdfs:label ""part of"" .

:rural_area rdfs:label ""rural area"" .

:sparsely_populated_settlement rdfs:label ""sparsely populated settlement"" .

","A rural settlement is a type of sparsely populated settlement and is also classified as an anthropised terrestrial environmental zone. Additionally, a rural settlement is considered to be a part of a larger category and shares some values with a rural area. Furthermore, a rural settlement can be defined as a settlement with a lower population density compared to a town, city, or other urban environment. It is primarily used for agricultural or pastoral activity."
"
:formal_settlement rdfs:label ""formal settlement"" ;
    :definition ""A settlement which has been established and is managed through officially sanctioned processes and is recognised as legal by a competent authority."" ;
    :sub_class_of :populated_place .

:populated_place rdfs:label ""populated place"" .

","A populated place can be classified as a formal settlement. A formal settlement is defined as a settlement that has been established and is managed through officially sanctioned processes. Furthermore, a formal settlement is recognized as legal by a competent authority."
"
:informal_settlement rdfs:label ""informal settlement"" ;
    :definition ""A settlement which is not associated with or directed by official planning processes and which typically lacks municipal services and infrastructure such as sanitation, water services, and waste management services."" ;
    :sub_class_of :populated_place .

:populated_place rdfs:label ""populated place"" .

","An informal settlement is a type of populated place that is not officially planned or regulated. These settlements typically lack essential municipal services and infrastructure like sanitation, water services, and waste management services."
"
:legal_settlement rdfs:label ""legal settlement"" ;
    :definition ""A settlement on land that the inhabitants have a legal claim to."" ;
    :sub_class_of :populated_place .

:populated_place rdfs:label ""populated place"" .

",A legal settlement is a type of populated place. It is defined as a settlement on land where the inhabitants have a legal claim to.
"
:illegal_settlement rdfs:label ""illegal settlement"" ;
    :definition ""A settlement on land that the inhabitants have no legal claim to or occupy illegally."" ;
    :sub_class_of :populated_place .

:populated_place rdfs:label ""populated place"" .

",An illegal settlement is a type of populated place. It refers to a settlement on land that the inhabitants have no legal claim to or occupy illegally.
"
:primary_forest rdfs:label ""primary forest"" ;
    :definition ""Forest which originally covered a region before changes in the environment brought about by people. (Source: PHC)"" ;
    :sub_class_of :forest_ecosystem .

:forest_ecosystem rdfs:label ""forest ecosystem"" .

","A primary forest is a type of forest ecosystem. It is defined as a forest which originally covered a region before changes in the environment brought about by people. According to the PHC source, a primary forest is a forest that has remained largely untouched by human activities and retains its original composition and structure."
"
:carbon_dioxide_emission_process rdfs:label ""carbon dioxide emission process"" ;
    :definition ""A carbon emission process is any environmental process which releases carbon dioxide gas into the atmosphere."" ;
    :sub_class_of [ :on_property :causally_upstream_of_or_within ;
            :some_values_from :greenhouse_effect ],
        [ :on_property :has_output ;
            :some_values_from [ :intersection_of [ ] ] ],
        :carbon_bearing_gas_emission_process .

:carbon_bearing_gas_emission_process rdfs:label ""carbon-bearing gas emission process"" .

:causally_upstream_of_or_within rdfs:label ""causally upstream of or within"" .

:greenhouse_effect rdfs:label ""greenhouse effect"" .

:has_output rdfs:label ""has output"" .

","A carbon dioxide emission process is a type of carbon-bearing gas emission process. This means that it belongs to the broader category of processes that release gases containing carbon. Additionally, a carbon dioxide emission process is classified as having the property of ""has output"" as it produces something as a result. Moreover, it is causally upstream of or within the process related to carbon dioxide emission itself. This means that it is closely linked to the process of carbon dioxide emissions and has an influence on it. Finally, it is worth noting that carbon dioxide emission processes are associated with the greenhouse effect, which is a phenomenon caused by the accumulation of certain gases, including carbon dioxide, in the atmosphere."
"
:carbon_dioxide_emission rdfs:label ""carbon dioxide emission"" ;
    :definition ""A volume of carbon dioxide gas emitted by a carbon dioxide emission process."" ;
    :sub_class_of [ :on_property :output_of ;
            :some_values_from :carbon_dioxide_emission_process ],
        :atmospheric_carbon_dioxide .

:atmospheric_carbon_dioxide rdfs:label ""atmospheric carbon dioxide"" .

:carbon_dioxide_emission_process rdfs:label ""carbon dioxide emission process"" .

:output_of rdfs:label ""output of"" .

","Atmospheric carbon dioxide is a sub class of carbon dioxide emission. This means that the emission of carbon dioxide contributes to the presence of carbon dioxide in the atmosphere. Additionally, carbon dioxide emission is a sub class of the output of and obtains some values from the carbon dioxide emission process. In simpler terms, carbon dioxide emission is defined as the volume of carbon dioxide gas that is emitted during a carbon dioxide emission process."
"
:all_season_road rdfs:label ""all season road"" ;
    :definition ""A road which is usable across all seasons."" ;
    :has_exact_synonym ""all-season road"" ;
    :has_related_synonym ""permanent road"" ;
    :sub_class_of :road .

:road rdfs:label ""road"" .

",An all season road is a road that is usable across all seasons. It is a sub class of a road. It can be referred to as an all-season road or a permanent road.
"
:rural_area rdfs:label ""rural area"" ;
    :definition ""An area which is outside of a town, city, or urban area. Rural areas are primarily used for agriculture or pastoralism and may contain rural settlements."" ;
    :sub_class_of [ :on_property :overlaps ;
            :some_values_from :vegetated_area ],
        :anthropised_terrestrial_environmental_zone .

:anthropised_terrestrial_environmental_zone rdfs:label ""anthropised terrestrial environmental zone"" .

:overlaps rdfs:label ""overlaps"" .

:vegetated_area rdfs:label ""vegetated area"" .

","The anthropised terrestrial environmental zone is a broader category that includes the rural area. The rural area, which is outside of a town, city, or urban area, falls under the sub-class of the anthropised terrestrial environmental zone. Additionally, the rural area overlaps with something else, while also having values that are obtained from the vegetated area."
"
:village rdfs:label ""village"" ;
    :definition ""A village is a clustered human settlement or community, larger than a hamlet but smaller than a town, with a population ranging from a few hundred to a few thousand. Though often located in rural areas, the term urban village is also applied to certain urban neighbourhoods. Villages are normally permanent, with fixed dwellings; however, transient villages can occur. Further, the dwellings of a village are fairly close to one another, not scattered broadly over the landscape, as a dispersed settlement."" ;
    :sub_class_of [ :on_property :part_of ;
            :some_values_from :village_biome ],
        :populated_place .

:part_of rdfs:label ""part of"" .

:populated_place rdfs:label ""populated place"" .

:village_biome rdfs:label ""village biome"" .

","A village is a type of populated place. It is also considered a part of a larger entity and belongs to a village biome. A village is defined as a clustered human settlement or community, which falls between the size of a hamlet and a town. Its population typically ranges from a few hundred to a few thousand. Although villages are commonly found in rural areas, the term ""urban village"" can also be used to describe certain neighborhoods within urban areas. Villages are usually permanent, with fixed dwellings, although transient villages can exist as well. In a village, the dwellings are usually located close to one another, rather than scattered over a wide area like a dispersed settlement."
"
:oligotrophic_lake rdfs:label ""oligotrophic lake"" ;
    :definition ""A lake which has nutrient-poor water."" ;
    :sub_class_of [ :on_property :composed_primarily_of ;
            :some_values_from :oligotrophic_water ],
        :lake .

:composed_primarily_of rdfs:label ""composed primarily of"" .

:lake rdfs:label ""lake"" .

:oligotrophic_water rdfs:label ""oligotrophic water"" .

","An oligotrophic lake is a sub class of a lake. It is classified as such because it is composed primarily of nutrient-poor water, also known as oligotrophic water. The definition of an oligotrophic lake is a lake that has nutrient-poor water."
"
:mesotrophic_lake rdfs:label ""mesotrophic lake"" ;
    :definition ""A lake with medium nutrient levels, which allow moderate productivity."" ;
    :sub_class_of [ :on_property :composed_primarily_of ;
            :some_values_from :mesotrophic_water ],
        :lake .

:composed_primarily_of rdfs:label ""composed primarily of"" .

:lake rdfs:label ""lake"" .

:mesotrophic_water rdfs:label ""mesotrophic water"" .

","A mesotrophic lake is a type of lake that is composed primarily of mesotrophic water. It is characterized by medium nutrient levels, which allow for moderate productivity. In other words, a mesotrophic lake is a lake with an adequate amount of nutrients to support a moderate amount of biological activity. It is considered to have a balanced ecosystem due to its nutrient levels."
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:piece_of_plastic rdfs:label ""piece of plastic"" ;
    dc:contributor <https://orcid.org/0000-0002-2996-719X>,
        <https://orcid.org/0000-0002-8166-0486>,
        <https://orcid.org/0000-0003-1072-8081> ;
    :definition ""A mass of solid material which is primarily composed of plastic.""@en ;
    :equivalent_class [ :intersection_of [ :first :mass_of_solid_material ;
                    :rest [ ] ] ] ;
    :has_exact_synonym ""Plastikstück""@de,
        ""pedazo de plástico""@es,
        ""pezzo di plastica""@it ;
    :sub_class_of [ :on_property :composed_primarily_of ;
            :some_values_from :synthetic_plastic ],
        :mass_of_solid_material .

:composed_primarily_of rdfs:label ""composed primarily of"" .

:synthetic_plastic rdfs:label ""synthetic plastic"" .

:mass_of_solid_material rdfs:label ""mass of solid material"" .

","A piece of plastic is an intersection of the mass of solid material. It is a subclass of the mass of solid material and is composed primarily of synthetic plastic. A piece of plastic can also be defined as a mass of solid material primarily composed of plastic. It has contributors identified by their ORCID IDs: https://orcid.org/0000-0002-2996-719X, https://orcid.org/0000-0002-8166-0486, and https://orcid.org/0000-0003-1072-8081. Additionally, a piece of plastic has exact synonyms such as ""Plastikstück"", ""pedazo de plástico"", and ""pezzo di plastica""."
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:nurdle rdfs:label ""nurdle"" ;
    dc:contributor <https://orcid.org/0000-0002-2996-719X>,
        <https://orcid.org/0000-0002-4366-3088> ;
    :definition ""A plastic pellet which is produced such that its size allows it to be rapidly melted and used as input for further downstream manufacturing processes.""@en ;
    :sub_class_of :plastic_pellet .

:plastic_pellet rdfs:label ""plastic pellet"" .

","A nurdle is a sub class of a plastic pellet. It is defined as a plastic pellet that is specifically made to be easily melted and used in subsequent manufacturing processes. It is associated with two contributors, with their respective ORCID identifiers: https://orcid.org/0000-0002-2996-719X and https://orcid.org/0000-0002-4366-3088."
"
:key_biodiversity_area rdfs:label ""key biodiversity area"" ;
    :alternative_term ""important site"" ;
    :definition ""An environmental zone which contains, as determined by an officially mandated selection process, one or more ecosystems which include, as parts, ecological communities of global significance for conservation due to their vulnerability and irreplaceability."" ;
    :has_narrow_synonym ""Alliance for Zero Extinction Sites"",
        ""Ecologically and Biologically Significant Area"",
        ""IUCN Important Site for Freshwater Biodiversity"",
        ""Important Bird Area"",
        ""Important Mammal Area"",
        ""Important Plant Area"",
        ""Important Site for Freshwater Biodiversity"",
        ""Prime Butterfly Area"",
        ""Ramsar Sites"" ;
    :sub_class_of [ :on_property :overlaps ;
            :some_values_from :ecosystem ],
        :area_of_protected_biodiversity .

:area_of_protected_biodiversity rdfs:label ""area of protected biodiversity"" .

:ecosystem rdfs:label ""ecosystem"" .

:overlaps rdfs:label ""overlaps"" .

","An area of protected biodiversity is a subclass of key biodiversity area. This key biodiversity area can be further categorized as overlapping with other areas on a property. Additionally, it encompasses specific values from the ecosystem. 

The definition of a key biodiversity area is provided as an environmental zone that undergoes an official selection process to identify one or more ecosystems. These ecosystems consist of ecological communities of global significance for conservation due to their vulnerability and irreplaceability. Another term commonly used to refer to key biodiversity areas is ""important site"". Moreover, there are several narrow synonyms associated with key biodiversity areas, including Alliance for Zero Extinction Sites, Ecologically and Biologically Significant Area, IUCN Important Site for Freshwater Biodiversity, Important Bird Area, Important Mammal Area, Important Plant Area, Important Site for Freshwater Biodiversity, Prime Butterfly Area, and Ramsar Sites."
"
:public_infrastructure rdfs:label ""public infrastructure"" ;
    :definition ""The system of public works in a country, state or region, including roads, utility lines and public buildings."" ;
    :equivalent_class [ :intersection_of [ :first :human_construction ;
                    :rest [ ] ] ] ;
    :has_broad_synonym ""infrastructure"" ;
    :sub_class_of [ :on_property :participates_in ;
            :some_values_from :usage_of_an_environment_for_infrastructure_and_utilities ],
        :human_construction .

:participates_in rdfs:label ""participates in"" .

:usage_of_an_environment_for_infrastructure_and_utilities rdfs:label ""usage of an environment for infrastructure and utilities"" .

:human_construction rdfs:label ""human construction"" .

","Public infrastructure is an equivalent class that is the intersection of and a sub class of human construction. It is also a sub class of and participates in the usage of an environment for infrastructure and utilities. Public infrastructure has a definition as the system of public works in a country, state or region, including roads, utility lines, and public buildings. It also has a broad synonym as infrastructure."
"
:public_road rdfs:label ""public road"" ;
    :definition ""A road which is publically accessible."" ;
    :sub_class_of [ :on_property :part_of ;
            :some_values_from :public_infrastructure ],
        :road .

:part_of rdfs:label ""part of"" .

:public_infrastructure rdfs:label ""public infrastructure"" .

:road rdfs:label ""road"" .

",A public road is a type of road. It is considered a part of something and falls under the category of public infrastructure. The definition of a public road is a road that is accessible to the public.
"
:public_building rdfs:label ""public building"" ;
    :definition ""A building which is publically accessible."" ;
    :sub_class_of [ :on_property :part_of ;
            :some_values_from :public_infrastructure ],
        :building .

:building rdfs:label ""building"" .

:part_of rdfs:label ""part of"" .

:public_infrastructure rdfs:label ""public infrastructure"" .

","A public building is a type of building that is publicly accessible. It can also be referred to as a part of a larger entity, such as being a sub class of a building. Additionally, a public building is considered a part of the public infrastructure, as it shares some values with it."
"
:utility_line rdfs:label ""utility line"" ;
    :definition ""A cable used to trasmit electricity from its point of production to its point of consumption."" ;
    :sub_class_of [ :on_property :participates_in ;
            :some_values_from :usage_of_an_environment_for_infrastructure_and_utilities ],
        [ :on_property :part_of ;
            :some_values_from :public_infrastructure ],
        :manufactured_product .

:manufactured_product rdfs:label ""manufactured product"" .

:part_of rdfs:label ""part of"" .

:participates_in rdfs:label ""participates in"" .

:public_infrastructure rdfs:label ""public infrastructure"" .

:usage_of_an_environment_for_infrastructure_and_utilities rdfs:label ""usage of an environment for infrastructure and utilities"" .

","A utility line is a type of manufactured product. It is considered a part of and falls under the category of public infrastructure. Additionally, utility lines participate in the usage of an environment for infrastructure and utilities. In simple terms, a utility line refers to a cable that is used to transmit electricity from its point of production to its point of consumption."
"
:public_utility_line rdfs:label ""public utility line"" ;
    :definition ""A utility line which services the public power grid."" ;
    :sub_class_of :utility_line .

:utility_line rdfs:label ""utility line"" .

",A public utility line is a type of utility line that services the public power grid.
"
:illegal_informal_settlement rdfs:label ""illegal informal settlement"" ;
    :definition ""A populated place where groups of housing units have been constructed on land that the occupants have no legal claim to, or occupy illegally, or where dwellings are not in compliance with current planning and building regulations."" ;
    :has_broad_synonym ""informal settlement"" ;
    :sub_class_of :informal_settlement .

:informal_settlement rdfs:label ""informal settlement"" .

","An illegal informal settlement is a type of informal settlement. It refers to a populated place where groups of housing units have been constructed on land that the occupants have no legal claim to or occupy illegally. In these settlements, the dwellings are not in compliance with current planning and building regulations. The term ""illegal informal settlement"" is synonymous with ""informal settlement"" in a broader sense."
"
:material_extraction_process rdfs:label ""material extraction process"" ;
    :definition ""A planned process during which a portion of environmental material is removed from a material entity."" ;
    :sub_class_of [ :on_property :has_part ;
            :some_values_from :material_transport_process ],
        [ :on_property :has_participant ;
            :some_values_from :environmental_material ],
        :environmental_system_process,
        :planned_process .

:environmental_material rdfs:label ""environmental material"" .

:environmental_system_process rdfs:label ""environmental system process"" .

:has_part rdfs:label ""has part"" .

:has_participant rdfs:label ""has participant"" .

:material_transport_process rdfs:label ""material transport process"" .

:planned_process rdfs:label ""planned process"" .

","The material extraction process is a subclass of the environmental system process. It is also a subclass of the planned process.

In terms of its properties, the material extraction process has a relationship of ""has part"" with another entity. It also shares some values from the material transport process.

Furthermore, the material extraction process has a relationship of ""has participant"" and shares some values from the environmental material.

In summary, the material extraction process is a planned process through which a portion of environmental material is removed from a material entity."
"
:fire rdfs:label ""fire"" ;
    :definition ""A fire is a process whereby rapid and exothermic oxidation of a material through a combustion process releases heat, light, and other products."" ;
    :sub_class_of :combustion_process .

:combustion_process rdfs:label ""combustion process"" .

","A fire, which is a process involving rapid and exothermic oxidation of a material, is classified as a subclass of the combustion process. Through this combustion process, heat, light, and other products are released. In other words, a fire is an instance where materials undergo combustion, resulting in the release of heat, light, and other by-products."
"
:wildfire rdfs:label ""wildfire"" ;
    :definition ""A conflagration which is uncontrolled and combusts material in a vegetated area, be it rural or wild."" ;
    :has_exact_synonym ""wildland fire"" ;
    :sub_class_of [ :on_property :occurs_in ;
            :some_values_from :terrestrial_biome ],
        [ :on_property :has_participant ;
            :some_values_from [ :union_of [ ] ] ],
        [ :on_property :has_output ;
            :some_values_from :hydrocarbon_flame ],
        :conflagration .

:conflagration rdfs:label ""conflagration"" .

:has_output rdfs:label ""has output"" .

:has_participant rdfs:label ""has participant"" .

:hydrocarbon_flame rdfs:label ""hydrocarbon flame"" .

:occurs_in rdfs:label ""occurs in"" .

:terrestrial_biome rdfs:label ""terrestrial biome"" .

","A wildfire is a specific type of conflagration. It occurs in a terrestrial biome and has a relation on property called ""occurs in"". Additionally, a wildfire has participants and outputs, as indicated by the relation ""has participant"" and ""has output"". The flames of a wildfire are specifically hydrocarbon flames. In terms of definition, a wildfire is described as an uncontrolled conflagration that burns material in a vegetated area, whether it is rural or wild. Another way to refer to a wildfire is as a wildland fire."
"
:conflagration rdfs:label ""conflagration"" ;
    :definition ""A fire which occurs in a large spatial area poses a risk to human life, animal life, health, and/or property."" ;
    :has_related_synonym ""blaze"",
        ""large fire"" ;
    :sub_class_of :fire .

:fire rdfs:label ""fire"" .

","A conflagration, which is a large fire, is a sub class of fire. It is defined as a fire that occurs in a large spatial area and poses a risk to human life, animal life, health, and/or property. Conflagration is also synonymous with blaze and large fire."
"
:flame rdfs:label ""flame"" ;
    :definition ""A portion of gas which is emitted by a fire or other exothermic reaction, is of increased temperature, and typically emits light in the visible range."" ;
    :sub_class_of [ :on_property :has_quality ;
            :some_values_from :increased_temperature ],
        :gaseous_environmental_material .

:gaseous_environmental_material rdfs:label ""gaseous environmental material"" .

:has_quality rdfs:label ""has quality"" .

:increased_temperature rdfs:label ""increased temperature"" .

","A flame is a gaseous environmental material. It is a portion of gas emitted by a fire or other exothermic reaction that is of increased temperature. It typically emits light in the visible range. Additionally, a flame is a subclass of a concept that has the property of having quality and some values from increased temperature."
"
:hydrocarbon_flame rdfs:label ""hydrocarbon flame"" ;
    :definition ""A flame which is produced by the combustion of hydrocarbon fuel."" ;
    :equivalent_class [ :intersection_of [ :first :flame ;
                    :rest [ ] ] ] ;
    :sub_class_of [ :on_property :output_of ;
            :some_values_from [ :intersection_of [ ] ] ],
        [ :on_property :composed_primarily_of ;
            :some_values_from [ :intersection_of [ ] ] ],
        :flame .

:composed_primarily_of rdfs:label ""composed primarily of"" .

:output_of rdfs:label ""output of"" .

:flame rdfs:label ""flame"" .

","A hydrocarbon flame is equivalent to the intersection of a flame. It is a subclass of a flame. Additionally, a hydrocarbon flame can be defined as a flame produced by the combustion of hydrocarbon fuel. On the properties of the hydrocarbon flame, it can be said that it is composed primarily of and has an output of."
"
:forest_fire rdfs:label ""forest fire"" ;
    :definition ""A wildfire which occurs in a forest, primarily consuming vegetation as fuel."" ;
    :equivalent_class [ :intersection_of [ :first :land_fire ;
                    :rest [ ] ] ] ;
    :sub_class_of [ :on_property :occurs_in ;
            :some_values_from :forested_area ],
        [ :on_property :has_participant ;
            :some_values_from :forest_ecosystem ],
        [ :on_property :has_input ;
            :some_values_from [ :intersection_of [ ] ] ],
        :land_fire .

:forest_ecosystem rdfs:label ""forest ecosystem"" .

:forested_area rdfs:label ""forested area"" .

:has_input rdfs:label ""has input"" .

:has_participant rdfs:label ""has participant"" .

:occurs_in rdfs:label ""occurs in"" .

:land_fire rdfs:label ""land fire"" .

","A forest fire is a type of land fire, with an equivalent class that is an intersection of the two. It is also a sub-class of a land fire. Furthermore, a forest fire is a type of fire that occurs in a forest and is associated with a forested area. It is also a type of fire that has participants from the forest ecosystem. Additionally, a forest fire is a type of fire that has inputs. Overall, a forest fire is defined as a wildfire that primarily consumes vegetation as fuel and occurs in a forest."
