fragment,text
"@prefix : <https://zaitoun.dev/onto/> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:cirrus_homogenitus_cloud rdfs:label ""cirrus homogenitus cloud"" ;
    rdfs:subClassOf :cirrus_cloud,
        :homogenitus_cloud ;
    :has_definition ""A cloud which is cirriform and is formed by condensation events centred on an aircraft's contrail."" .

:cirrus_cloud rdfs:label ""cirrus cloud"" .

:homogenitus_cloud rdfs:label ""homogenitus cloud"" .

","The cirrus homogenitus cloud is a subclass of both, the cirrus cloud and the homogenitus cloud. The definition of a cirrus homogenitus cloud is a cirriform cloud that is formed by condensation events centred on an aircraft's contrail."
"@prefix : <https://zaitoun.dev/onto/> .
@prefix dc: <http://purl.org/dc/elements/1.1/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:cirrus_cloud rdfs:label ""cirrus cloud"" ;
    dc:contributor <https://orcid.org/0000-0002-2996-719X> ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_quality ;
            owl:someValuesFrom :filamentous ],
        [ a owl:Restriction ;
            owl:onProperty :composed_primarily_of ;
            owl:someValuesFrom [ owl:intersectionOf ( :object_aggregate [ a owl:Restriction ;
                                owl:onProperty :has_member ;
                                owl:someValuesFrom :water_ice_crystal ] ) ] ],
        [ a owl:Restriction ;
            owl:onProperty :part_of ;
            owl:someValuesFrom :high_atmospheric_level ],
        :ice_mass,
        :water_based_cloud ;
    :has_definition ""A cloud which 1) has been shaped into detached fibrous filaments, 2) is almost exclusively composed of ice crystals, 3) is located in the high level of the atmosphere (high étage).""@en ;
    :has_exact_synonym ""(Eis)-Federwolke""@de,
        ""Cirruswolke""@de,
        ""Zirruswolke""@de .

:composed_primarily_of rdfs:label ""composed primarily of"" .

:filamentous rdfs:label ""filamentous"" .

:has_member rdfs:label ""has member"" .

:has_quality rdfs:label ""has quality"" .

:high_atmospheric_level rdfs:label ""high atmospheric level"" .

:ice_mass rdfs:label ""ice mass"" .

:object_aggregate rdfs:label ""object aggregate"" .

:part_of rdfs:label ""part of"" .

:water_based_cloud rdfs:label ""water-based cloud"" .

:water_ice_crystal rdfs:label ""water ice crystal"" .

","Cirrus cloud is a subclass of various categories including ice mass, water-based cloud, and part of certain values from high atmospheric levels. It also possesses the quality of certain values that are filamentous and is composed primarily of values that intersect with an object aggregate and have members from water ice crystals. The cirrus cloud is defined as a cloud which 1) is shaped into detached fibrous filaments, 2) is almost exclusively composed of ice crystals, and 3) is located in the high level of the atmosphere (high étage). Its contributor can be found via [this link](https://orcid.org/0000-0002-2996-719X). Furthermore, cirrus cloud has exact synonyms including (Eis)-Federwolke, Cirruswolke, and Zirruswolke."
"@prefix : <https://zaitoun.dev/onto/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:obsolete_newcloud rdfs:label ""obsolete newCloud"" ;
    owl:deprecated true ;
    :has_definition ""OBSOLETE A cloud which"" .

","The newCloud, which is defined as 'OBSOLETE A cloud', has been deprecated and is currently labeled as true under the obsolete category."
"@prefix : <https://zaitoun.dev/onto/> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:iucn_strict_nature_reserve rdfs:label ""IUCN strict nature reserve"" ;
    rdfs:subClassOf :area_protected_according_to_iucn_guidelines ;
    :has_broad_synonym ""strict nature reserve"" ;
    :has_definition ""An IUCN protected area in which human visitation, use and impacts are strictly controlled and limited to ensure protection and conservation of natural biodiversity and/or geodiversity, natural ecosystem assemblages and processes, and any associated cultural and spiritual values."" .

:area_protected_according_to_iucn_guidelines rdfs:label ""area protected according to IUCN guidelines"" .

","The IUCN strict nature reserve is a subclass of areas protected according to IUCN guidelines. It is defined as an IUCN protected area in which human visitation, use, and impacts are strictly controlled and limited to ensure the protection and conservation of natural biodiversity and/or geodiversity, natural ecosystem assemblages, processes, and any associated cultural and spiritual values. In broader terms, the IUCN strict nature reserve is also known as a strict nature reserve."
"@prefix : <https://zaitoun.dev/onto/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:iucn_wilderness_area rdfs:label ""IUCN wilderness area"" ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :overlaps ;
            owl:someValuesFrom [ owl:intersectionOf ( :planetary_surface [ a owl:Restriction ;
                                owl:onProperty :composed_primarily_of ;
                                owl:someValuesFrom :natural_environment ] ) ] ],
        :area_protected_according_to_iucn_guidelines ;
    :has_definition ""An IUCN protected area which 1) is dominated by natural ecosystems, 2) is sufficiently large to allow those ecosystems to function and develop without local anthropogenic perturbation, 3) is  managed to prevent perturbations by proximate or local anthropisation, including those caused by local and/or indigenous human communities or human visitation."" ;
    :has_exact_synonym ""wilderness area"" .

:area_protected_according_to_iucn_guidelines rdfs:label ""area protected according to IUCN guidelines"" .

:composed_primarily_of rdfs:label ""composed primarily of"" .

:natural_environment rdfs:label ""natural environment"" .

:overlaps rdfs:label ""overlaps"" .

:planetary_surface rdfs:label ""planetary surface"" .

","An IUCN wilderness area is a subclass of an area that is protected according to IUCN guidelines. This area also overlaps with the intersection of planetary surfaces and composed primarily of certain values from the natural environment. An IUCN wilderness area is defined as an IUCN protected area that 1) is dominated by natural ecosystems, 2) is large enough to allow those ecosystems to function and develop without local anthropogenic perturbation, and 3) is managed to prevent disturbances by proximate or local anthropisation, including those caused by local and/or indigenous human communities or human visitation. An exact synonym for an IUCN wilderness area is a ""wilderness area""."
"@prefix : <https://zaitoun.dev/onto/> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:geodiversity rdfs:label ""geodiversity"" ;
    rdfs:subClassOf :physical_object_quality ;
    :has_definition ""A quality which inheres in a astronomical body or astronomical body part by virtue of the variation in its material composition, participation in geological processes, and the variation in is land- and hydroforms."" .

:physical_object_quality rdfs:label ""physical object quality"" .

","The Geodiversity is a subclass of the physical object quality. It is defined as a quality that is inherent to an astronomical body or a part of astronomical body, arising from the variation in its material composition. This also includes its participation in geological processes, and the variation in its land- and hydroforms."
"@prefix : <https://zaitoun.dev/onto/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:iucn_natural_monument_or_feature rdfs:label ""IUCN natural monument or feature"" ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :overlaps ;
            owl:someValuesFrom :natural_monument ],
        :area_protected_according_to_iucn_guidelines ;
    :has_definition ""An IUCN protected area which includes a primarily natural formation designated to be of high natural heritage value and the environmental systems which it determines (e.g. the spray zone of a waterfall monument)."" ;
    :has_related_synonym ""natural monument"" .

:area_protected_according_to_iucn_guidelines rdfs:label ""area protected according to IUCN guidelines"" .

:natural_monument rdfs:label ""natural monument"" .

:overlaps rdfs:label ""overlaps"" .

","The IUCN natural monument or feature is a sub-class of an area that is protected according to IUCN guidelines, and it simultaneously shares some overlapping values from the natural monument. Defined as an IUCN-protected area, it includes primarily natural formations deemed to have a high natural heritage value and the environmental systems that it determines, as exemplified in the spray zone of a waterfall monument. Moreover, the IUCN natural monument or feature is related synonymously to the natural monument."
"@prefix : <https://zaitoun.dev/onto/> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:iucn_habitat_species_management_area rdfs:label ""IUCN habitat/species management area"" ;
    rdfs:subClassOf :area_protected_according_to_iucn_guidelines ;
    :has_broad_synonym ""habitat management area"" ;
    :has_definition ""An IUCN protected area within which the habitats of or ecosystems used by floral and faunal species deemed to be of international, national, or local importance are maintained, conserved, or restored such that their composition and functional integrity are maintained."" ;
    :has_related_synonym ""species management area"" .

:area_protected_according_to_iucn_guidelines rdfs:label ""area protected according to IUCN guidelines"" .

","IUCN habitat/species management area is a subclass of areas protected according to IUCN guidelines. It is defined as an IUCN protected area where habitats or ecosystems used by floral and faunal species that are considered to be of international, national, or local importance are maintained, conserved, or restored to maintain their composition and functional integrity. Additionally, a broader synonym for IUCN habitat/species management area is habitat management area. A related synonym for the same is species management area."
"@prefix : <https://zaitoun.dev/onto/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:ecosystem_fragment rdfs:label ""ecosystem fragment"" ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :formed_as_result_of ;
            owl:someValuesFrom :ecosystem_fragmentation_process ],
        :ecosystem ;
    :has_definition ""An ecosystem which has been causally isolated from a larger ecosystem within which it was previously embedded, such that the direct exchange of materials, resources, and energy between these systems is severely or entirely curtailed."" .

:ecosystem rdfs:label ""ecosystem"" .

:ecosystem_fragmentation_process rdfs:label ""ecosystem fragmentation process"" .

:formed_as_result_of rdfs:label ""formed as result of"" .

","An ecosystem fragment is a sub-class of the ecosystem and is formed as a result of some values from the ecosystem fragmentation process. The definition of an ecosystem fragment is: an ecosystem which has been causally isolated from a larger ecosystem within which it was previously embedded, such that the direct exchange of materials, resources, and energy between these systems is severely or entirely curtailed."
"@prefix : <https://zaitoun.dev/onto/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:ecosystem_fragmentation_process rdfs:label ""ecosystem fragmentation process"" ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :results_in_formation_of ;
            owl:someValuesFrom :ecosystem_fragment ],
        [ a owl:Restriction ;
            owl:onProperty :causally_upstream_of_or_within ;
            owl:someValuesFrom :ecosystem_decay ],
        [ a owl:Restriction ;
            owl:onProperty :has_input ;
            owl:someValuesFrom :ecosystem ],
        :biological_process,
        :ecosystem_process ;
    owl:equivalentClass [ owl:intersectionOf ( :ecosystem_process [ a owl:Restriction ;
                        owl:onProperty :has_input ;
                        owl:someValuesFrom :ecosystem ] [ a owl:Restriction ;
                        owl:onProperty :results_in_formation_of ;
                        owl:someValuesFrom :ecosystem_fragment ] ) ] ;
    :has_definition ""A process during which one or more parts of an ecosystem become causally isolated such that the direct flow or exchange of materials, resources, and energy between a given fragment and the remainder of the original system is severely curtailed or entirely halted."" .

:biological_process rdfs:label ""biological_process"" .

:causally_upstream_of_or_within rdfs:label ""causally upstream of or within"" .

:ecosystem_decay rdfs:label ""ecosystem decay"" .

:ecosystem rdfs:label ""ecosystem"" .

:ecosystem_fragment rdfs:label ""ecosystem fragment"" .

:ecosystem_process rdfs:label ""ecosystem process"" .

:has_input rdfs:label ""has input"" .

:results_in_formation_of rdfs:label ""results in formation of"" .

","The ecosystem fragmentation process can be understood as the intersection of the ecosystem process, which involves input from varying aspects of the ecosystem and results in the formation of fragments within the same ecosystem. This fragmentation process is a subclass of several other processes. Firstly, it falls under the ecosystem process itself. Additionally, it is considered a part of the biological process. This process also co-exists as a participating factor in producing inputs for the ecosystem and in creating fragments of the ecosystem. Moreover, the ecosystem fragmentation process is causally upstream of or within the domain of factors contributing to ecosystem decay. The definition that encapsulates the ecosystem fragmentation process is that it's a process during which one or more parts of an ecosystem become causally isolated, causing a severe curtailment or complete halt in the direct flow or exchange of materials, resources, and energy between a given fragment and the remainder of the original system."
"@prefix : <https://zaitoun.dev/onto/> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:area_protected_according_to_iucn_guidelines rdfs:label ""area protected according to IUCN guidelines"" ;
    rdfs:subClassOf :area_of_protected_biodiversity ;
    :alternative_term ""IUCN protected area""@en ;
    :has_definition ""A protected area in which management objectives have been declared, by a local governing body or authority, to adhere to the guidelines set forth by the International Union for the Conservation of Nature (IUCN)."" .

:area_of_protected_biodiversity rdfs:label ""area of protected biodiversity"" .

","The area protected according to IUCN guidelines is a sub-class of the area of protected biodiversity. It is defined as a protected area where the management objectives have been declared by a local governing body or authority, so they adhere to guidelines set forth by the International Union for the Conservation of Nature (IUCN). Alternatively, this area can also be termed as the IUCN protected area."
"@prefix : <https://zaitoun.dev/onto/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:active_ecosystem_management_process rdfs:label ""active ecosystem management process"" ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_participant ;
            owl:someValuesFrom :ecosystem ],
        :anthropogenic_environmental_process,
        :anthropogenic_modulatory_intervention_process ;
    :has_definition ""A process during which an ecosystem, its parts, or the processes it participates in are modified by human intervention to accomplish an objective."" ;
    :has_exact_synonym ""ecosystem management"" ;
    :has_related_synonym ""environmental management"",
        ""Umweltmaßnahme""@de .

:anthropogenic_environmental_process rdfs:label ""anthropogenic environmental process"" .

:anthropogenic_modulatory_intervention_process rdfs:label ""anthropogenic modulatory intervention process"" .

:ecosystem rdfs:label ""ecosystem"" .

:has_participant rdfs:label ""has participant"" .

","The active ecosystem management process is a subclass of both the anthropogenic modulatory intervention process and the anthropogenic environmental process. Additionally, this process participates in, and involves some values from, the ecosystem. The definition of an active ecosystem management process is a process where an ecosystem, its components, or the processes it takes part in are altered by human intervention to achieve a particular objective. It's precisely synonymous with ecosystem management and is related synonymously with Umweltmaßnahme and environmental management."
"@prefix : <https://zaitoun.dev/onto/> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:conservation_focused_active_ecosystem_management_process rdfs:label ""conservation-focused active ecosystem management process"" ;
    rdfs:subClassOf :active_ecosystem_management_process ;
    :has_definition ""An active management process which has the conservation of an ecosystem, or a part thereof, as its primary objective."" ;
    :has_related_synonym ""conservation action"",
        ""conservation process"",
        ""nature conservation"",
        ""Umweltschutz""@de .

:active_ecosystem_management_process rdfs:label ""active ecosystem management process"" .

","The conservation-focused active ecosystem management process is a subclass of the active ecosystem management process. It is defined as an active management process which prioritizes the conservation of an ecosystem, or part thereof, as its main objective. This process is also known by a few related synonyms such as ""Umweltschutz"", ""conservation action"", ""conservation process"", and ""nature conservation""."
"@prefix : <https://zaitoun.dev/onto/> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:iucn_protected_landscape_seascape rdfs:label ""IUCN protected landscape/seascape"" ;
    rdfs:subClassOf :area_protected_according_to_iucn_guidelines ;
    :has_definition ""An IUCN protected area which 1) includes entities that have been deemed to be of high scenic quality, 2) is composed of a historically stable assemblage of causally interlinked natural and anthropised ecosystems that provides cultural ecosystem services, and 3) hosts traditional and sustainable human activities."" .

:area_protected_according_to_iucn_guidelines rdfs:label ""area protected according to IUCN guidelines"" .

","The IUCN protected landscape/seascape is a subclass of an area that is protected according to the guidelines of the IUCN. The definition of an IUCN protected landscape/seascape includes entities that are considered to be of high scenic quality. Furthermore, it consists of a historically stable assembly of causally interlinked natural and human-influenced ecosystems that provide cultural ecosystem services. An IUCN protected landscape/seascape also supports traditional and sustainable human activities."
"@prefix : <https://zaitoun.dev/onto/> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:sacred_site rdfs:label ""sacred site"" ;
    rdfs:subClassOf :site ;
    :has_definition ""A site which is bounded or relativised by a material entity which is of spiritual significance to one or more human groups."" .

:site rdfs:label ""site"" .

",A sacred site is a sub-class of a site. The definition of a sacred site is a location that is bounded or relativised by a material entity and holds spiritual significance to one or more human groups.
"@prefix : <https://zaitoun.dev/onto/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:ecosystem_decay rdfs:label ""ecosystem decay"" ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_participant ;
            owl:someValuesFrom :habitat ],
        [ a owl:Restriction ;
            owl:onProperty :has_participant ;
            owl:someValuesFrom :ecological_community ],
        [ a owl:Restriction ;
            owl:onProperty :causally_downstream_of_or_within ;
            owl:someValuesFrom :ecosystem_fragmentation_process ],
        [ a owl:Restriction ;
            owl:onProperty :has_participant ;
            owl:someValuesFrom :ecosystem_fragment ],
        :ecosystem_process ;
    :has_definition ""A process during which an ecosystem fragment loses its system integrity, with many of its resident ecological populations 1) losing their habitats, 2) undergoing a loss of functional and phylogenetic diversity, and 3) undergoing a subsequent genetic destabilisation through inbreeding."" .

:causally_downstream_of_or_within rdfs:label ""causally downstream of or within"" .

:ecological_community rdfs:label ""ecological community"" .

:ecosystem_fragment rdfs:label ""ecosystem fragment"" .

:ecosystem_fragmentation_process rdfs:label ""ecosystem fragmentation process"" .

:ecosystem_process rdfs:label ""ecosystem process"" .

:habitat rdfs:label ""habitat"" .

:has_participant rdfs:label ""has participant"" .

","Ecosystem decay is a subclass of the ecosystem process. It involves participation from various aspects such as habitats, ecosystem fragments, and ecological communities. Ecosystem decay is causally downstream of or within certain values of the ecosystem fragmentation process. The definition of ecosystem decay is a process during which an ecosystem fragment loses its system integrity. This involves many of its resident ecological populations losing their habitats, undergoing a loss of functional and phylogenetic diversity, and experiencing a subsequent genetic destabilisation through inbreeding."
"@prefix : <https://zaitoun.dev/onto/> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:habitat_fragmentation_process rdfs:label ""habitat fragmentation process"" ;
    rdfs:subClassOf :ecosystem_fragmentation_process ;
    :has_definition ""An ecosystem fragmentation process during which discontinuities emerge in the habitats of one or more ecological populations."" .

:ecosystem_fragmentation_process rdfs:label ""ecosystem fragmentation process"" .

",Habitat fragmentation process is a sub-class of the ecosystem fragmentation process. This process is defined as an ecosystem fragmentation process during which discontinuities emerge in the habitats of one or more ecological populations.
