ontology,root,fragment,text,llm_text,model,statements,unique_concepts,unique_relationships,total_relationships,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#onProperty,http://www.w3.org/2002/07/owl#someValuesFrom,http://purl.org/sig/ont/fma/FMAID,http://purl.org/sig/ont/fma/preferred_name,http://www.w3.org/2002/07/owl#disjointWith,http://purl.org/sig/ont/fma/synonym,http://purl.org/sig/ont/fma/non-English_equivalent,http://purl.org/sig/ont/fma/definition,http://www.w3.org/2002/07/owl#hasValue,http://purl.org/dc/elements/1.1/description
fma,http://purl.org/sig/ont/fma/fma5834,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:left_bronchomediastinal_lymphatic_trunk a owl:Class ;
    rdfs:label ""Left bronchomediastinal lymphatic trunk""@en ;
    ns1:FMAID 5834 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :regional_part_of ;
            owl:someValuesFrom :left_bronchomediastinal_lymphatic_tree ],
        [ a owl:Restriction ;
            owl:onProperty :lymphatic_drainage_of ;
            owl:someValuesFrom :septal_wall_of_left_ventricle ],
        [ a owl:Restriction ;
            owl:onProperty :lymphatic_drainage_of ;
            owl:someValuesFrom :free_wall_of_left_ventricle ],
        [ a owl:Restriction ;
            owl:onProperty :tributary ;
            owl:someValuesFrom :left_tracheobronchial_lymphatic_vessel ],
        [ a owl:Restriction ;
            owl:onProperty :lymphatic_drainage_of ;
            owl:someValuesFrom :left_side_of_heart ],
        [ a owl:Restriction ;
            owl:onProperty :efferent_to ;
            owl:someValuesFrom :thoracic_duct ],
        [ a owl:Restriction ;
            owl:onProperty :tributary ;
            owl:someValuesFrom :left_brachiocephalic_lymphatic_vessel ],
        [ a owl:Restriction ;
            owl:onProperty :lymphatic_drainage_of ;
            owl:someValuesFrom :inferior_wall_of_left_ventricle ],
        [ a owl:Restriction ;
            owl:onProperty :afferent_to ;
            owl:someValuesFrom :left_tracheobronchial_lymphatic_chain ],
        [ a owl:Restriction ;
            owl:onProperty :lymphatic_drainage_of ;
            owl:someValuesFrom :left_ventricle ],
        [ a owl:Restriction ;
            owl:onProperty :lymphatic_drainage_of ;
            owl:someValuesFrom :anterior_wall_of_left_ventricle ],
        [ a owl:Restriction ;
            owl:onProperty :lymphatic_drainage_of ;
            owl:someValuesFrom :left_atrium ],
        [ a owl:Restriction ;
            owl:onProperty :lymphatic_drainage_of ;
            owl:someValuesFrom :lateral_wall_of_left_ventricle ],
        :bronchomediastinal_lymphatic_trunk ;
    :preferred_name ""Left bronchomediastinal lymphatic trunk""^^xsd:string ;
    :synonym ""Truncus bronchomediastinalis sinister""^^xsd:string .

","left bronchomediastinal lymphatic trunk is a type of a bronchomediastinal lymphatic trunk.
left bronchomediastinal lymphatic trunk is a type of at least afferent to some a left tracheobronchial lymphatic chain.
left bronchomediastinal lymphatic trunk is a type of at least efferent to some a thoracic duct.
left bronchomediastinal lymphatic trunk is a type of at least lymphatic drainage of some a free wall of left ventricle.
left bronchomediastinal lymphatic trunk is a type of at least lymphatic drainage of some a lateral wall of left ventricle.
left bronchomediastinal lymphatic trunk is a type of at least lymphatic drainage of some a left atrium.
left bronchomediastinal lymphatic trunk is a type of at least lymphatic drainage of some a left side of heart.
left bronchomediastinal lymphatic trunk is a type of at least lymphatic drainage of some a left ventricle.
left bronchomediastinal lymphatic trunk is a type of at least lymphatic drainage of some a septal wall of left ventricle.
left bronchomediastinal lymphatic trunk is a type of at least lymphatic drainage of some an anterior wall of left ventricle.
left bronchomediastinal lymphatic trunk is a type of at least lymphatic drainage of some an inferior wall of left ventricle.
left bronchomediastinal lymphatic trunk is a type of at least regional part of some a left bronchomediastinal lymphatic tree.
left bronchomediastinal lymphatic trunk is a type of at least tributary some a left brachiocephalic lymphatic vessel.
left bronchomediastinal lymphatic trunk is a type of at least tributary some a left tracheobronchial lymphatic vessel.
left bronchomediastinal lymphatic trunk preferred name a Left bronchomediastinal lymphatic trunk.
left bronchomediastinal lymphatic trunk synonym a Truncus bronchomediastinalis sinister.","The left bronchomediastinal lymphatic trunk is a type of bronchomediastinal lymphatic trunk that has at least one function: it's afferent to the left tracheobronchial lymphatic chain, efferent to the thoracic duct, and responsible for draining lymph from various parts of the heart, including the free wall, lateral wall, atrium, ventricle, septal wall, anterior wall, and inferior wall. It's also a regional part of the left bronchomediastinal lymphatic tree and is tributary to the left brachiocephalic or tracheobronchial lymphatic vessels.",llama3,16,22,8,58,14,1.0,14.0,13.0,13.0,1.0,1.0,,1.0,,,,
fma,http://purl.org/sig/ont/fma/fma4259,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:lateral_branch_of_dorsal_branch_of_right_fifth_posterior_intercostal_artery a owl:Class ;
    rdfs:label ""Lateral branch of dorsal branch of right fifth posterior intercostal artery""@en ;
    ns1:FMAID 4259 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :branch_of ;
            owl:someValuesFrom :dorsal_branch_of_right_fifth_posterior_intercostal_artery ],
        [ a owl:Restriction ;
            owl:onProperty :branch ;
            owl:someValuesFrom :cutaneous_branch_of_lateral_branch_of_dorsal_branch_of_right_fifth_posterior_intercostal_artery ],
        [ a owl:Restriction ;
            owl:onProperty :branch ;
            owl:someValuesFrom :muscular_branch_of_lateral_branch_of_dorsal_branch_of_right_fifth_posterior_intercostal_artery ],
        :lateral_branch_of_dorsal_branch_of_fifth_posterior_intercostal_artery ;
    owl:disjointWith :lateral_branch_of_dorsal_branch_of_left_fifth_posterior_intercostal_artery ;
    :preferred_name ""Lateral branch of dorsal branch of right fifth posterior intercostal artery""^^xsd:string .

","lateral branch of dorsal branch of right fifth posterior intercostal artery is a type of a lateral branch of dorsal branch of fifth posterior intercostal artery.
lateral branch of dorsal branch of right fifth posterior intercostal artery is a type of at least branch of some a dorsal branch of right fifth posterior intercostal artery.
lateral branch of dorsal branch of right fifth posterior intercostal artery is a type of at least branch some a cutaneous branch of lateral branch of dorsal branch of right fifth posterior intercostal artery.
lateral branch of dorsal branch of right fifth posterior intercostal artery is a type of at least branch some a muscular branch of lateral branch of dorsal branch of right fifth posterior intercostal artery.
lateral branch of dorsal branch of right fifth posterior intercostal artery is different from a lateral branch of dorsal branch of left fifth posterior intercostal artery.
lateral branch of dorsal branch of right fifth posterior intercostal artery preferred name a Lateral branch of dorsal branch of right fifth posterior intercostal artery.","The lateral branch of the dorsal branch of the right 5th posterior intercostal artery is a type of branch that originates from the dorsal branch of this specific artery, and it's also at least one type of cutaneous or muscular branch, but not both simultaneously. This artery has its own unique lateral branch, which is distinct from the same structure on the left side.",llama3,6,10,8,18,4,1.0,4.0,3.0,3.0,1.0,1.0,1.0,,,,,
fma,http://purl.org/sig/ont/fma/fma46202,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:belly_of_first_palmar_interosseous_of_left_hand a owl:Class ;
    rdfs:label ""Belly of first palmar interosseous of left hand""@en ;
    ns1:FMAID 46202 ;
    rdfs:subClassOf :belly_of_first_palmar_interosseous_of_hand ;
    :preferred_name ""Belly of first palmar interosseous of left hand""^^xsd:string .

","belly of first palmar interosseous of left hand is a type of a belly of first palmar interosseous of hand.
belly of first palmar interosseous of left hand preferred name a Belly of first palmar interosseous of left hand.","The preferred name for the ""belly"" of the first palmar interosseous of the left hand is actually just the ""Belly of first palmar interosseous of left hand"". This anatomical structure is a type of belly, specifically belonging to the first palmar interosseous of the hand, which is identical to that found on the left hand.",llama3,2,3,5,5,1,1.0,1.0,,,1.0,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma50535,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:medial_medullary_branch_of_right_vertebral_artery a owl:Class ;
    rdfs:label ""Medial medullary branch of right vertebral artery""@en ;
    ns1:FMAID 50535 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :trunk_of_medial_medullary_branch_of_right_vertebral_artery ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part_of ;
            owl:someValuesFrom :right_vertebral_artery ],
        [ a owl:Restriction ;
            owl:onProperty :branch_of ;
            owl:someValuesFrom :right_vertebral_artery ],
        :medial_medullary_branch_of_vertebral_artery ;
    owl:disjointWith :medial_medullary_branch_of_left_vertebral_artery ;
    :preferred_name ""Medial medullary branch of right vertebral artery""^^xsd:string .

","medial medullary branch of right vertebral artery is a type of a medial medullary branch of vertebral artery.
medial medullary branch of right vertebral artery is a type of at least branch of some a right vertebral artery.
medial medullary branch of right vertebral artery is a type of at least regional part of some a right vertebral artery.
medial medullary branch of right vertebral artery is a type of at least regional part some a trunk of medial medullary branch of right vertebral artery.
medial medullary branch of right vertebral artery is different from a medial medullary branch of left vertebral artery.
medial medullary branch of right vertebral artery preferred name a Medial medullary branch of right vertebral artery.","The medial medullary branch of the right vertebral artery is a specific type of its own, being a regional part of the trunk of the medial medullary branch of the right vertebral artery. It's distinct from the medial medullary branch of the left vertebral artery and has the preferred name ""Medial medullary branch of right vertebral artery"".",llama3,6,10,8,18,4,1.0,4.0,3.0,3.0,1.0,1.0,1.0,,,,,
fma,http://purl.org/sig/ont/fma/fma24334,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:articular_cartilage_of_left_inferior_articular_process_of_vertebra a owl:Class ;
    rdfs:label ""Articular cartilage of left inferior articular process of vertebra""@en ;
    ns1:FMAID 24334 ;
    rdfs:subClassOf :articular_cartilage_of_inferior_articular_process_of_vertebra ;
    :preferred_name ""Articular cartilage of left inferior articular process of vertebra""^^xsd:string .

","articular cartilage of left inferior articular process of vertebra is a type of an articular cartilage of inferior articular process of vertebra.
articular cartilage of left inferior articular process of vertebra preferred name a Articular cartilage of left inferior articular process of vertebra.","The articular cartilage of the left inferior articular process of a vertebra is also known as its own preferred name, which is the articular cartilage of the left inferior articular process of that same vertebra.",llama3,2,3,5,5,1,1.0,1.0,,,1.0,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma15332,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:anterior_branch_of_lateral_cutaneous_branch_of_ventral_branch_of_left_third_lumbar_artery a owl:Class ;
    rdfs:label ""Anterior branch of lateral cutaneous branch of ventral branch of left third lumbar artery""@en ;
    ns1:FMAID 15332 ;
    rdfs:subClassOf :anterior_branch_of_lateral_cutaneous_branch_of_ventral_branch_of_third_lumbar_artery ;
    :preferred_name ""Anterior branch of lateral cutaneous branch of ventral branch of left third lumbar artery""^^xsd:string .

","anterior branch of lateral cutaneous branch of ventral branch of left third lumbar artery is a type of an anterior branch of lateral cutaneous branch of ventral branch of third lumbar artery.
anterior branch of lateral cutaneous branch of ventral branch of left third lumbar artery preferred name a Anterior branch of lateral cutaneous branch of ventral branch of left third lumbar artery.","The anterior branch of the lateral cutaneous branch of the ventral branch of the left third lumbar artery is officially known as the anterior branch of the lateral cutaneous branch of the ventral branch of the left third lumbar artery, and it's also a type of the same thing when referring to the right side.",llama3,2,3,5,5,1,1.0,1.0,,,1.0,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma47038,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:fascia_of_tibialis_anterior a owl:Class ;
    rdfs:label ""Fascia of tibialis anterior""@en ;
    ns1:FMAID 47038 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :regional_part_of ;
            owl:someValuesFrom :tibialis_anterior ],
        :fascia_of_muscle ;
    :preferred_name ""Fascia of tibialis anterior""^^xsd:string ;
    :synonym ""Tibialis anterior fascia""^^xsd:string .

","fascia of tibialis anterior is a type of a fascia of muscle.
fascia of tibialis anterior is a type of at least regional part of some a tibialis anterior.
fascia of tibialis anterior preferred name a Fascia of tibialis anterior.
fascia of tibialis anterior synonym a Tibialis anterior fascia.","The fascia of the tibialis anterior is a type of muscle fascia, specifically a regional part of the tibialis anterior muscle itself. It also goes by the preferred name ""Fascia of tibialis anterior"" and has another synonym, which is simply ""Tibialis anterior fascia"".",llama3,4,6,8,10,2,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,,
fma,http://purl.org/sig/ont/fma/fma18849,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:lumbar_part_of_iliolumbar_artery a owl:Class ;
    rdfs:label ""Lumbar part of iliolumbar artery""@en ;
    ns1:FMAID 18849 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :branch ;
            owl:someValuesFrom :psoas_major_division_of_lumbar_part_of_iliolumbar_artery ],
        [ a owl:Restriction ;
            owl:onProperty :branch_of ;
            owl:someValuesFrom :iliolumbar_artery ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part_of ;
            owl:someValuesFrom :iliolumbar_artery ],
        [ a owl:Restriction ;
            owl:onProperty :branch ;
            owl:someValuesFrom :spinal_division_of_lumbar_part_of_iliolumbar_artery ],
        [ a owl:Restriction ;
            owl:onProperty :branch ;
            owl:someValuesFrom :quadratus_lumborum_division_of_lumbar_part_of_iliolumbar_artery ],
        :subdivision_of_iliolumbar_artery ;
    :non_english_equivalent ""Ramus lumbalis (Arteria iliolumbalis)""^^xsd:string ;
    :preferred_name ""Lumbar part of iliolumbar artery""^^xsd:string ;
    :synonym ""Lumbar branch of iliolumbar artery""^^xsd:string .

","lumbar part of iliolumbar artery is a type of a subdivision of iliolumbar artery.
lumbar part of iliolumbar artery is a type of at least branch of some an iliolumbar artery.
lumbar part of iliolumbar artery is a type of at least branch some a psoas major division of lumbar part of iliolumbar artery.
lumbar part of iliolumbar artery is a type of at least branch some a quadratus lumborum division of lumbar part of iliolumbar artery.
lumbar part of iliolumbar artery is a type of at least branch some a spinal division of lumbar part of iliolumbar artery.
lumbar part of iliolumbar artery is a type of at least regional part of some an iliolumbar artery.
lumbar part of iliolumbar artery non English equivalent a Ramus lumbalis (Arteria iliolumbalis).
lumbar part of iliolumbar artery preferred name a Lumbar part of iliolumbar artery.
lumbar part of iliolumbar artery synonym a Lumbar branch of iliolumbar artery.","The lumbar part of the iliolumbar artery is a subdivision of the iliolumbar artery, specifically a type of at least one of the following: a branch of the psoas major division, quadratus lumborum division, or spinal division of the same artery. It's also referred to as the Ramus lumbalis (Arteria iliolumbalis) and is alternatively known as the Lumbar part of iliolumbar artery or Lumbar branch of iliolumbar artery.",llama3,9,11,9,27,6,1.0,6.0,5.0,5.0,1.0,1.0,,1.0,1.0,,,
fma,http://purl.org/sig/ont/fma/fma261376,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:fibroelastic_connective_tissue_of_tendon_of_infundibulum a owl:Class ;
    rdfs:label ""Fibroelastic connective tissue of tendon of infundibulum""@en ;
    ns1:FMAID 261376 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :constitutional_part_of ;
            owl:someValuesFrom :tendon_of_infundibulum ],
        :fibroelastic_connective_tissue ;
    :preferred_name ""Fibroelastic connective tissue of tendon of infundibulum""^^xsd:string .

","fibroelastic connective tissue of tendon of infundibulum is a type of a fibroelastic connective tissue.
fibroelastic connective tissue of tendon of infundibulum is a type of at least constitutional part of some a tendon of infundibulum.
fibroelastic connective tissue of tendon of infundibulum preferred name a Fibroelastic connective tissue of tendon of infundibulum.","The fibroelastic connective tissue found in the tendons of the infundibulum is a specific type of fibroelastic connective tissue, and it's also a constitutional part of some tendons within the infundibulum. Additionally, this particular type of tissue has been officially designated as ""Fibroelastic connective tissue of tendon of infundibulum"".",llama3,3,6,7,9,2,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma17107,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:submucosa_of_duodenal_ampulla a owl:Class ;
    rdfs:label ""Submucosa of duodenal ampulla""@en ;
    ns1:FMAID 17107 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :constitutional_part_of ;
            owl:someValuesFrom :duodenal_ampulla ],
        :submucosa_of_zone_of_duodenum ;
    :preferred_name ""Submucosa of duodenal ampulla""^^xsd:string ;
    :synonym ""Duodenal ampullary submucosa""^^xsd:string .

","submucosa of duodenal ampulla is a type of a submucosa of zone of duodenum.
submucosa of duodenal ampulla is a type of at least constitutional part of some a duodenal ampulla.
submucosa of duodenal ampulla preferred name a Submucosa of duodenal ampulla.
submucosa of duodenal ampulla synonym a Duodenal ampullary submucosa.","The submucosa of the duodenal ampulla is a type of submucosa found in the zone of the duodenum, and it's also a constitutional part of the duodenal ampulla itself. It's officially known as the Submucosa of the Duodenal Ampulla, but it's also referred to as the Duodenal Ampullary Submucosa for short.",llama3,4,6,8,10,2,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,,
fma,http://purl.org/sig/ont/fma/fma59765,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:mucosa_of_oral_segment_of_palate a owl:Class ;
    rdfs:label ""Mucosa of oral segment of palate""@en ;
    ns1:FMAID 59765 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :mucosa_of_oral_segment_of_hard_palate ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part_of ;
            owl:someValuesFrom :mucosa_of_palate ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part_of ;
            owl:someValuesFrom :mucosa_of_mouth ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part ;
            owl:someValuesFrom :mucosa_of_oral_segment_of_soft_palate ],
        :mucosa_of_segment_of_palate ;
    :preferred_name ""Mucosa of oral segment of palate""^^xsd:string ;
    :synonym ""Palate mucosa""^^xsd:string .

","mucosa of oral segment of palate is a type of a mucosa of segment of palate.
mucosa of oral segment of palate is a type of at least regional part of some a mucosa of mouth.
mucosa of oral segment of palate is a type of at least regional part of some a mucosa of palate.
mucosa of oral segment of palate is a type of at least regional part some a mucosa of oral segment of hard palate.
mucosa of oral segment of palate is a type of at least regional part some a mucosa of oral segment of soft palate.
mucosa of oral segment of palate preferred name a Mucosa of oral segment of palate.
mucosa of oral segment of palate synonym a Palate mucosa.","The mucosa of the oral segment of the palate is a type of regional part of the mucosa of the mouth, specifically referring to the mucosa of the hard or soft palate. It's also known as the Mucosa of the oral segment of the palate or simply Palate mucosa.",llama3,7,10,8,22,5,1.0,5.0,4.0,4.0,1.0,1.0,,1.0,,,,
fma,http://purl.org/sig/ont/fma/fma17025,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:posterior_surface_of_ischial_ramus a owl:Class ;
    rdfs:label ""Posterior surface of ischial ramus""@en ;
    ns1:FMAID 17025 ;
    rdfs:subClassOf :surface_of_region_of_hip_bone ;
    :preferred_name ""Posterior surface of ischial ramus""^^xsd:string .

","posterior surface of ischial ramus is a type of a surface of region of hip bone.
posterior surface of ischial ramus preferred name a Posterior surface of ischial ramus.","The posterior surface of the ischial ramus, also known as the posterior surface of the ischial ramus, is a specific type of surface found in the region of the hip bone.",llama3,2,3,5,5,1,1.0,1.0,,,1.0,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma71907,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:trunk_of_branch_of_hepatic_portal_vein a owl:Class ;
    rdfs:label ""Trunk of branch of hepatic portal vein""@en ;
    ns1:FMAID 71907 ;
    rdfs:subClassOf :trunk_of_portal_vein ;
    :preferred_name ""Trunk of branch of hepatic portal vein""^^xsd:string .

","trunk of branch of hepatic portal vein is a type of a trunk of portal vein.
trunk of branch of hepatic portal vein preferred name a Trunk of branch of hepatic portal vein.","The preferred term for the ""trunk"" of a branch of the hepatic portal vein is indeed the ""trunk of branch of hepatic portal vein"".",llama3,2,3,5,5,1,1.0,1.0,,,1.0,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma274548,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:medial_segment_of_right_parietal_lobe a owl:Class ;
    rdfs:label ""Medial segment of right parietal lobe""@en ;
    ns1:FMAID 274548 ;
    rdfs:subClassOf :medial_segment_of_parietal_lobe ;
    owl:disjointWith :medial_segment_of_left_parietal_lobe ;
    :preferred_name ""Medial segment of right parietal lobe""^^xsd:string .

","medial segment of right parietal lobe is a type of a medial segment of parietal lobe.
medial segment of right parietal lobe is different from a medial segment of left parietal lobe.
medial segment of right parietal lobe preferred name a Medial segment of right parietal lobe.","The medial segment of the right parietal lobe is a specific type of medial segment, being part of the parietal lobe itself. It's distinct from its counterpart on the left side and has a preferred name: the medial segment of the right parietal lobe.",llama3,3,4,6,6,1,1.0,1.0,,,1.0,1.0,1.0,,,,,
fma,http://purl.org/sig/ont/fma/fma322155,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:suspensory_ligament_of_left_eyeball a owl:Class ;
    rdfs:label ""Suspensory ligament of left eyeball""@en ;
    ns1:FMAID 322155 ;
    rdfs:subClassOf :suspensory_ligament_of_eyeball ;
    :preferred_name ""Suspensory ligament of left eyeball""^^xsd:string .

","suspensory ligament of left eyeball is a type of a suspensory ligament of eyeball.
suspensory ligament of left eyeball preferred name a Suspensory ligament of left eyeball.","The preferred name for the suspensory ligament of the left eyeball is indeed the ""Suspensory ligament of the left eyeball"".",llama3,2,3,5,5,1,1.0,1.0,,,1.0,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma229539,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:paracardial_part_of_left_gastric_lymphatic_chain a owl:Class ;
    rdfs:label ""Paracardial part of left gastric lymphatic chain""@en ;
    ns1:FMAID 229539 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :lymphatic_drainage_of ;
            owl:someValuesFrom :cardia_of_stomach ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :paracardial_left_gastric_lymph_node_group ],
        [ a owl:Restriction ;
            owl:onProperty :efferent_to ;
            owl:someValuesFrom :celiac_lymphatic_chain ],
        [ a owl:Restriction ;
            owl:onProperty :lymphatic_drainage_of ;
            owl:someValuesFrom :abdominal_part_of_esophagus ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part_of ;
            owl:someValuesFrom :left_gastric_lymphatic_chain ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :set_of_paracardial_part_of_left_gastric_lymphatic_vessels ],
        :subdivision_of_left_gastric_lymphatic_chain ;
    :preferred_name ""Paracardial part of left gastric lymphatic chain""^^xsd:string ;
    :synonym ""Paracardial left gastric lymphatic chain""^^xsd:string .

","paracardial part of left gastric lymphatic chain is a type of a subdivision of left gastric lymphatic chain.
paracardial part of left gastric lymphatic chain is a type of at least constitutional part some a paracardial left gastric lymph node group.
paracardial part of left gastric lymphatic chain is a type of at least constitutional part some a set of paracardial part of left gastric lymphatic vessels.
paracardial part of left gastric lymphatic chain is a type of at least efferent to some a celiac lymphatic chain.
paracardial part of left gastric lymphatic chain is a type of at least lymphatic drainage of some a cardia of stomach.
paracardial part of left gastric lymphatic chain is a type of at least lymphatic drainage of some an abdominal part of esophagus.
paracardial part of left gastric lymphatic chain is a type of at least regional part of some a left gastric lymphatic chain.
paracardial part of left gastric lymphatic chain preferred name a Paracardial part of left gastric lymphatic chain.
paracardial part of left gastric lymphatic chain synonym a Paracardial left gastric lymphatic chain.","The paracardial part of the left gastric lymphatic chain is a subdivision of the left gastric lymphatic chain, and it's also known as the Paracardial part of the left gastric lymphatic chain or the Paracardial left gastric lymphatic chain. This part is made up of constitutional parts that are some paracardial left gastric lymph nodes and some paracardial parts of left gastric lymphatic vessels. It has efferent connections to the celiac lymphatic chain, and it's responsible for draining lymph from the cardia of the stomach and an abdominal part of the esophagus. It's a regional part of the left gastric lymphatic chain.",llama3,9,14,8,30,7,1.0,7.0,6.0,6.0,1.0,1.0,,1.0,,,,
