ontology,root,fragment,text,llm_text,statements,llm_used
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#VegetarianPizzaEquivalent2,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:vegetarian_pizza_equivalent2 a owl:Class ;
    rdfs:comment ""An alternative to VegetarianPizzaEquiv1 that does not require a definition of VegetarianTopping. Perhaps more difficult to maintain. Not equivalent to VegetarianPizza ""@en ;
    owl:equivalentClass [ a owl:Class ;
            owl:intersectionOf [ rdf:first :pizza ;
                    rdf:rest [ rdf:first [ a owl:Restriction ;
                                    owl:allValuesFrom [ a owl:Class ;
                                            owl:unionOf [ rdf:first :fruit_topping ;
                                                    rdf:rest [ rdf:first :herb_spice_topping ;
                                                            rdf:rest [ rdf:first :nut_topping ;
                                                                    rdf:rest [ rdf:first :sauce_topping ;
                                                                            rdf:rest [ rdf:first :vegetable_topping ;
                                                                                    rdf:rest [ rdf:first :cheese_topping ;
                                                                                            rdf:rest :nil ] ] ] ] ] ] ] ;
                                    owl:onProperty :has_topping ] ;
                            rdf:rest :nil ] ] ] .

",vegetarian pizza equivalent2 is same as all of (a pizza and only has topping any of (a fruit topping and a herb spice topping and a nut topping and a sauce topping and a vegetable topping and a cheese topping)).,"A vegetarian pizza is equivalent to a pizza that only has toppings such as fruit, herbs and spices, nuts, sauces, vegetables, and cheese.",1,True
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#LeekTopping,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:leek_topping a owl:Class ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_spiciness ;
            owl:someValuesFrom :mild ],
        :vegetable_topping ;
    owl:disjointWith :artichoke_topping,
        :asparagus_topping,
        :caper_topping,
        :garlic_topping,
        :mushroom_topping,
        :olive_topping,
        :onion_topping,
        :pepper_topping,
        :petit_pois_topping,
        :rocket_topping,
        :spinach_topping,
        :tomato_topping .

","leek topping is a type of a vegetable topping.
leek topping is a type of at least has spiciness some a mild.
leek topping is different from a pepper topping.
leek topping is different from a petit pois topping.
leek topping is different from a spinach topping.
leek topping is different from a caper topping.
leek topping is different from a garlic topping.
leek topping is different from a mushroom topping.
leek topping is different from a tomato topping.
leek topping is different from a rocket topping.
leek topping is different from an onion topping.
leek topping is different from an olive topping.
leek topping is different from an asparagus topping.
leek topping is different from an artichoke topping.","Leek topping is a type of vegetable topping that has a mild spiciness. It stands out from other toppings like pepper, petit pois, spinach, caper, garlic, mushroom, tomato, rocket, onion, olive, asparagus, and artichoke.",14,True
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#JalapenoPepperTopping,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:jalapeno_pepper_topping a owl:Class ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_spiciness ;
            owl:someValuesFrom :hot ],
        :pepper_topping ;
    owl:disjointWith :green_pepper_topping,
        :peperonata_topping,
        :sweet_pepper_topping .

","jalapeno pepper topping is a type of a pepper topping.
jalapeno pepper topping is a type of at least has spiciness some a hot.
jalapeno pepper topping is different from a peperonata topping.
jalapeno pepper topping is different from a green pepper topping.
jalapeno pepper topping is different from a sweet pepper topping.","A jalapeno pepper topping is a type of pepper topping known for its spiciness and heat. It stands apart from other toppings like peperonata, green pepper, and sweet pepper.",5,True
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#ArtichokeTopping,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:artichoke_topping a owl:Class ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_spiciness ;
            owl:someValuesFrom :mild ],
        :vegetable_topping ;
    owl:disjointWith :asparagus_topping,
        :caper_topping,
        :garlic_topping,
        :leek_topping,
        :mushroom_topping,
        :olive_topping,
        :onion_topping,
        :pepper_topping,
        :petit_pois_topping,
        :rocket_topping,
        :spinach_topping,
        :tomato_topping .

","artichoke topping is a type of a vegetable topping.
artichoke topping is a type of at least has spiciness some a mild.
artichoke topping is different from a pepper topping.
artichoke topping is different from a petit pois topping.
artichoke topping is different from a leek topping.
artichoke topping is different from a spinach topping.
artichoke topping is different from a caper topping.
artichoke topping is different from a garlic topping.
artichoke topping is different from a mushroom topping.
artichoke topping is different from a tomato topping.
artichoke topping is different from an asparagus topping.
artichoke topping is different from an onion topping.
artichoke topping is different from an olive topping.
artichoke topping is different from a rocket topping.","Artichoke topping is a type of vegetable topping that has a mild level of spiciness. Unlike many other toppings, it is distinct from pepper, petit pois, leek, spinach, caper, garlic, mushroom, tomato, asparagus, onion, olive, and rocket toppings.",14,True
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#SundriedTomatoTopping,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:sundried_tomato_topping a owl:Class ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_spiciness ;
            owl:someValuesFrom :mild ],
        :tomato_topping ;
    owl:disjointWith :sliced_tomato_topping .

","sundried tomato topping is a type of a tomato topping.
sundried tomato topping is a type of at least has spiciness some a mild.
sundried tomato topping is different from a sliced tomato topping.","Sundried tomato topping is a type of tomato topping. It has a mild level of spiciness. Additionally, sundried tomato topping is different from sliced tomato topping.",3,True
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#FourSeasons,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:four_seasons a owl:Class ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :tomato_topping ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :anchovies_topping ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :mushroom_topping ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :peperoni_sausage_topping ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :mozzarella_topping ],
        [ a owl:Restriction ;
            owl:allValuesFrom [ a owl:Class ;
                    owl:unionOf [ rdf:first :anchovies_topping ;
                            rdf:rest [ rdf:first :caper_topping ;
                                    rdf:rest [ rdf:first :mozzarella_topping ;
                                            rdf:rest [ rdf:first :mushroom_topping ;
                                                    rdf:rest [ rdf:first :olive_topping ;
                                                            rdf:rest [ rdf:first :peperoni_sausage_topping ;
                                                                    rdf:rest [ rdf:first :tomato_topping ;
                                                                            rdf:rest :nil ] ] ] ] ] ] ] ] ;
            owl:onProperty :has_topping ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :caper_topping ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :olive_topping ],
        :named_pizza ;
    owl:disjointWith :american,
        :american_hot,
        :cajun,
        :capricciosa,
        :caprina,
        :fiorentina,
        :frutti_di_mare,
        :giardiniera,
        :la_reine,
        :margherita,
        :mushroom,
        :napoletana,
        :parmense,
        :pollo_ad_astra,
        :prince_carlo,
        :quattro_formaggi,
        :rosa,
        :siciliana,
        :sloppy_giuseppe,
        :soho,
        :unclosed_pizza,
        :veneziana .

","four seasons is a type of a named pizza.
four seasons is a type of at least has topping some a tomato topping.
four seasons is a type of at least has topping some an anchovies topping.
four seasons is a type of at least has topping some a mushroom topping.
four seasons is a type of at least has topping some a peperoni sausage topping.
four seasons is a type of at least has topping some a mozzarella topping.
four seasons is a type of only has topping any of (an anchovies topping and a caper topping and a mozzarella topping and a mushroom topping and an olive topping and a peperoni sausage topping and a tomato topping).
four seasons is a type of at least has topping some a caper topping.
four seasons is a type of at least has topping some an olive topping.
four seasons is different from a la reine.
four seasons is different from a frutti di mare.
four seasons is different from a fiorentina.
four seasons is different from a margherita.
four seasons is different from an american hot.
four seasons is different from a veneziana.
four seasons is different from a sloppy giuseppe.
four seasons is different from an unclosed pizza.
four seasons is different from a mushroom.
four seasons is different from a caprina.
four seasons is different from a pollo ad astra.
four seasons is different from a cajun.
four seasons is different from a giardiniera.
four seasons is different from an american.
four seasons is different from a prince carlo.
four seasons is different from a capricciosa.
four seasons is different from a siciliana.
four seasons is different from a parmense.
four seasons is different from a rosa.
four seasons is different from a soho.
four seasons is different from a quattro formaggi.
four seasons is different from a napoletana.","The Four Seasons pizza is a unique type of pizza that comes with a variety of toppings. It includes tomato, anchovies, mushrooms, peperoni sausage, mozzarella, capers, and olives. This pizza is distinct because it only features these specific toppings: anchovies, capers, mozzarella, mushrooms, olives, peperoni sausage, and tomato.

Moreover, the Four Seasons pizza is different from many other pizzas such as La Reine, Frutti di Mare, Fiorentina, Margherita, American Hot, Veneziana, Sloppy Giuseppe, and others like Unclosed Pizza, Mushroom, Caprina, Pollo ad Astra, Cajun, Giardiniera, American, Prince Carlo, Capricciosa, Siciliana, Parmense, Rosa, Soho, Quattro Formaggi, and Napoletana.",31,True
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#Napoletana,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:napoletana a owl:Class ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :anchovies_topping ],
        [ a owl:Restriction ;
            owl:allValuesFrom [ a owl:Class ;
                    owl:unionOf [ rdf:first :anchovies_topping ;
                            rdf:rest [ rdf:first :caper_topping ;
                                    rdf:rest [ rdf:first :mozzarella_topping ;
                                            rdf:rest [ rdf:first :olive_topping ;
                                                    rdf:rest [ rdf:first :tomato_topping ;
                                                            rdf:rest :nil ] ] ] ] ] ] ;
            owl:onProperty :has_topping ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :mozzarella_topping ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :caper_topping ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :tomato_topping ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :olive_topping ],
        :named_pizza ;
    owl:disjointWith :american,
        :american_hot,
        :cajun,
        :capricciosa,
        :caprina,
        :fiorentina,
        :four_seasons,
        :frutti_di_mare,
        :giardiniera,
        :la_reine,
        :margherita,
        :mushroom,
        :parmense,
        :pollo_ad_astra,
        :prince_carlo,
        :quattro_formaggi,
        :rosa,
        :siciliana,
        :sloppy_giuseppe,
        :soho,
        :unclosed_pizza,
        :veneziana .

","napoletana is a type of a named pizza.
napoletana is a type of at least has topping some an anchovies topping.
napoletana is a type of only has topping any of (an anchovies topping and a caper topping and a mozzarella topping and an olive topping and a tomato topping).
napoletana is a type of at least has topping some a mozzarella topping.
napoletana is a type of at least has topping some a caper topping.
napoletana is a type of at least has topping some a tomato topping.
napoletana is a type of at least has topping some an olive topping.
napoletana is different from a la reine.
napoletana is different from a frutti di mare.
napoletana is different from a fiorentina.
napoletana is different from a margherita.
napoletana is different from an american hot.
napoletana is different from a sloppy giuseppe.
napoletana is different from a veneziana.
napoletana is different from an unclosed pizza.
napoletana is different from a mushroom.
napoletana is different from a caprina.
napoletana is different from a pollo ad astra.
napoletana is different from a cajun.
napoletana is different from a giardiniera.
napoletana is different from an american.
napoletana is different from a prince carlo.
napoletana is different from a capricciosa.
napoletana is different from a siciliana.
napoletana is different from a parmense.
napoletana is different from a rosa.
napoletana is different from a soho.
napoletana is different from a quattro formaggi.
napoletana is different from a four seasons.","Napoletana is a specific type of pizza. It includes toppings such as anchovies, mozzarella, capers, tomatoes, and olives. Unlike other pizzas, Napoletana stands out with its unique combination of these ingredients. It's distinctly different from many other varieties like La Reine, Frutti di Mare, Fiorentina, Margherita, American Hot, Sloppy Giuseppe, Veneziana, unclosed pizza, Mushroom, Caprina, Pollo ad Astra, Cajun, Giardiniera, American, Prince Carlo, Capricciosa, Siciliana, Parmense, Rosa, Soho, Quattro Formaggi, and Four Seasons.",29,True
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#SauceTopping,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:sauce_topping a owl:Class ;
    rdfs:subClassOf :pizza_topping ;
    owl:disjointWith :cheese_topping,
        :fish_topping,
        :fruit_topping,
        :herb_spice_topping,
        :meat_topping,
        :nut_topping,
        :vegetable_topping .

","sauce topping is a type of a pizza topping.
sauce topping is different from a fruit topping.
sauce topping is different from a cheese topping.
sauce topping is different from a herb spice topping.
sauce topping is different from a meat topping.
sauce topping is different from a fish topping.
sauce topping is different from a nut topping.
sauce topping is different from a vegetable topping.","A sauce topping is a type of pizza topping. Unlike a fruit topping, cheese topping, herb spice topping, meat topping, fish topping, nut topping, or vegetable topping, a sauce topping stands apart with its unique characteristics.",8,True
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#Margherita,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:margherita a owl:Class ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :mozzarella_topping ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :tomato_topping ],
        [ a owl:Restriction ;
            owl:allValuesFrom [ a owl:Class ;
                    owl:unionOf [ rdf:first :mozzarella_topping ;
                            rdf:rest [ rdf:first :tomato_topping ;
                                    rdf:rest :nil ] ] ] ;
            owl:onProperty :has_topping ],
        :named_pizza ;
    owl:disjointWith :american,
        :american_hot,
        :cajun,
        :capricciosa,
        :caprina,
        :fiorentina,
        :four_seasons,
        :frutti_di_mare,
        :giardiniera,
        :la_reine,
        :mushroom,
        :napoletana,
        :parmense,
        :pollo_ad_astra,
        :prince_carlo,
        :quattro_formaggi,
        :rosa,
        :siciliana,
        :sloppy_giuseppe,
        :soho,
        :unclosed_pizza,
        :veneziana .

","margherita is a type of a named pizza.
margherita is a type of at least has topping some a mozzarella topping.
margherita is a type of at least has topping some a tomato topping.
margherita is a type of only has topping any of (a mozzarella topping and a tomato topping).
margherita is different from a la reine.
margherita is different from a frutti di mare.
margherita is different from a fiorentina.
margherita is different from a sloppy giuseppe.
margherita is different from an american hot.
margherita is different from a veneziana.
margherita is different from an unclosed pizza.
margherita is different from a mushroom.
margherita is different from a pollo ad astra.
margherita is different from a caprina.
margherita is different from a cajun.
margherita is different from an american.
margherita is different from a giardiniera.
margherita is different from a prince carlo.
margherita is different from a capricciosa.
margherita is different from a siciliana.
margherita is different from a parmense.
margherita is different from a rosa.
margherita is different from a soho.
margherita is different from a quattro formaggi.
margherita is different from a four seasons.
margherita is different from a napoletana.","Margherita is a type of pizza that specifically includes mozzarella and tomato toppings. It is unique in that it only has these two toppings. Additionally, Margherita is distinct from a variety of other pizzas such as La Reine, Frutti di Mare, Fiorentina, Sloppy Giuseppe, American Hot, Veneziana, and many others including Mushroom, Pollo ad Astra, Caprina, Cajun, American, Giardiniera, Prince Carlo, Capricciosa, Siciliana, Parmense, Rosa, Soho, Quattro Formaggi, Four Seasons, and Napoletana.",26,True
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#Veneziana,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:veneziana a owl:Class ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :tomato_topping ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :caper_topping ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :pine_kernels ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :mozzarella_topping ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :onion_topping ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :sultana_topping ],
        [ a owl:Restriction ;
            owl:allValuesFrom [ a owl:Class ;
                    owl:unionOf [ rdf:first :caper_topping ;
                            rdf:rest [ rdf:first :mozzarella_topping ;
                                    rdf:rest [ rdf:first :olive_topping ;
                                            rdf:rest [ rdf:first :onion_topping ;
                                                    rdf:rest [ rdf:first :pine_kernels ;
                                                            rdf:rest [ rdf:first :sultana_topping ;
                                                                    rdf:rest [ rdf:first :tomato_topping ;
                                                                            rdf:rest :nil ] ] ] ] ] ] ] ] ;
            owl:onProperty :has_topping ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :olive_topping ],
        :named_pizza ;
    owl:disjointWith :american,
        :american_hot,
        :cajun,
        :capricciosa,
        :caprina,
        :fiorentina,
        :four_seasons,
        :frutti_di_mare,
        :giardiniera,
        :la_reine,
        :margherita,
        :mushroom,
        :napoletana,
        :parmense,
        :pollo_ad_astra,
        :prince_carlo,
        :quattro_formaggi,
        :rosa,
        :siciliana,
        :sloppy_giuseppe,
        :soho,
        :unclosed_pizza .

","veneziana is a type of a named pizza.
veneziana is a type of at least has topping some a tomato topping.
veneziana is a type of at least has topping some a caper topping.
veneziana is a type of at least has topping some a pine kernels.
veneziana is a type of at least has topping some a mozzarella topping.
veneziana is a type of at least has topping some an onion topping.
veneziana is a type of at least has topping some a sultana topping.
veneziana is a type of only has topping any of (a caper topping and a mozzarella topping and an olive topping and an onion topping and a pine kernels and a sultana topping and a tomato topping).
veneziana is a type of at least has topping some an olive topping.
veneziana is different from a la reine.
veneziana is different from a frutti di mare.
veneziana is different from a fiorentina.
veneziana is different from a margherita.
veneziana is different from a sloppy giuseppe.
veneziana is different from an american hot.
veneziana is different from an unclosed pizza.
veneziana is different from a mushroom.
veneziana is different from a pollo ad astra.
veneziana is different from a caprina.
veneziana is different from a cajun.
veneziana is different from a giardiniera.
veneziana is different from an american.
veneziana is different from a prince carlo.
veneziana is different from a capricciosa.
veneziana is different from a siciliana.
veneziana is different from a parmense.
veneziana is different from a rosa.
veneziana is different from a soho.
veneziana is different from a quattro formaggi.
veneziana is different from a four seasons.
veneziana is different from a napoletana.","The Veneziana is a unique type of pizza. It includes toppings such as tomatoes, capers, pine kernels, mozzarella, onions, sultanas, and olives. Unlike other pizzas, it exclusively features these specific toppings. The Veneziana stands out from other varieties like La Reine, Frutti di Mare, Fiorentina, Margherita, Sloppy Giuseppe, American Hot, and many others, making it a distinct choice for pizza lovers.",31,True
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#CajunSpiceTopping,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:cajun_spice_topping a owl:Class ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_spiciness ;
            owl:someValuesFrom :hot ],
        :herb_spice_topping ;
    owl:disjointWith :rosemary_topping .

","cajun spice topping is a type of a herb spice topping.
cajun spice topping is a type of at least has spiciness some a hot.
cajun spice topping is different from a rosemary topping.","Cajun spice topping is a type of herb spice topping. It is known for its spiciness and has a bit of heat. Unlike rosemary topping, Cajun spice topping has a distinct flavor profile.",3,True
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#Pizza,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:pizza a owl:Class ;
    rdfs:label ""Pizza""@en ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_base ;
            owl:someValuesFrom :pizza_base ],
        :domain_concept ;
    owl:disjointWith :ice_cream,
        :pizza_base,
        :pizza_topping .

","pizza is a type of a domain concept.
pizza is a type of at least has base some a pizza base.
pizza is different from an ice cream.
pizza is different from a pizza base.
pizza is different from a pizza topping.","Pizza is a type of domain concept. It also has a base, specifically a pizza base. Pizza is different from ice cream, a pizza base, and a pizza topping.",5,True
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#PrinceCarlo,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:prince_carlo a owl:Class ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :rosemary_topping ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :mozzarella_topping ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :tomato_topping ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :parmesan_topping ],
        [ a owl:Restriction ;
            owl:allValuesFrom [ a owl:Class ;
                    owl:unionOf [ rdf:first :leek_topping ;
                            rdf:rest [ rdf:first :mozzarella_topping ;
                                    rdf:rest [ rdf:first :parmesan_topping ;
                                            rdf:rest [ rdf:first :rosemary_topping ;
                                                    rdf:rest [ rdf:first :tomato_topping ;
                                                            rdf:rest :nil ] ] ] ] ] ] ;
            owl:onProperty :has_topping ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :leek_topping ],
        :named_pizza ;
    owl:disjointWith :american,
        :american_hot,
        :cajun,
        :capricciosa,
        :caprina,
        :fiorentina,
        :four_seasons,
        :frutti_di_mare,
        :giardiniera,
        :la_reine,
        :margherita,
        :mushroom,
        :napoletana,
        :parmense,
        :pollo_ad_astra,
        :quattro_formaggi,
        :rosa,
        :siciliana,
        :sloppy_giuseppe,
        :soho,
        :unclosed_pizza,
        :veneziana .

","prince carlo is a type of a named pizza.
prince carlo is a type of at least has topping some a rosemary topping.
prince carlo is a type of at least has topping some a mozzarella topping.
prince carlo is a type of at least has topping some a tomato topping.
prince carlo is a type of at least has topping some a parmesan topping.
prince carlo is a type of only has topping any of (a leek topping and a mozzarella topping and a parmesan topping and a rosemary topping and a tomato topping).
prince carlo is a type of at least has topping some a leek topping.
prince carlo is different from a la reine.
prince carlo is different from a frutti di mare.
prince carlo is different from a fiorentina.
prince carlo is different from a margherita.
prince carlo is different from an american hot.
prince carlo is different from a veneziana.
prince carlo is different from a sloppy giuseppe.
prince carlo is different from an unclosed pizza.
prince carlo is different from a mushroom.
prince carlo is different from a caprina.
prince carlo is different from a pollo ad astra.
prince carlo is different from a cajun.
prince carlo is different from an american.
prince carlo is different from a giardiniera.
prince carlo is different from a capricciosa.
prince carlo is different from a siciliana.
prince carlo is different from a parmense.
prince carlo is different from a rosa.
prince carlo is different from a soho.
prince carlo is different from a quattro formaggi.
prince carlo is different from a four seasons.
prince carlo is different from a napoletana.","Prince Carlo is a unique type of pizza. It comes with a variety of toppings including rosemary, mozzarella, tomato, parmesan, and leek. These toppings are essential and exclusive to this pizza, meaning it only includes any combination of leek, mozzarella, parmesan, rosemary, and tomato. 

Furthermore, Prince Carlo stands out from other pizzas like La Reine, Frutti di Mare, Fiorentina, Margherita, American Hot, Veneziana, Sloppy Giuseppe, and many more. It is distinct from pizzas such as Mushroom, Caprina, Pollo ad Astra, Cajun, American, Giardiniera, Capricciosa, Siciliana, Parmense, Rosa, Soho, Quattro Formaggi, Four Seasons, and Napoletana.",29,True
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#PeperoniSausageTopping,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:peperoni_sausage_topping a owl:Class ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_spiciness ;
            owl:someValuesFrom :medium ],
        :meat_topping ;
    owl:disjointWith :chicken_topping,
        :ham_topping,
        :hot_spiced_beef_topping .

","peperoni sausage topping is a type of a meat topping.
peperoni sausage topping is a type of at least has spiciness some a medium.
peperoni sausage topping is different from a chicken topping.
peperoni sausage topping is different from a hot spiced beef topping.
peperoni sausage topping is different from a ham topping.","Pepperoni sausage topping is a type of meat topping that has a medium level of spiciness. It is distinct from chicken topping, hot spiced beef topping, and ham topping.",5,True
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#PeperonataTopping,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:peperonata_topping a owl:Class ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_spiciness ;
            owl:someValuesFrom :medium ],
        :pepper_topping ;
    owl:disjointWith :green_pepper_topping,
        :jalapeno_pepper_topping,
        :sweet_pepper_topping .

","peperonata topping is a type of a pepper topping.
peperonata topping is a type of at least has spiciness some a medium.
peperonata topping is different from a jalapeno pepper topping.
peperonata topping is different from a sweet pepper topping.
peperonata topping is different from a green pepper topping.","Peperonata topping is a type of pepper topping that has a medium level of spiciness. It's distinct from jalapeno, sweet pepper, and green pepper toppings.",5,True
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#SpicyTopping,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:spicy_topping a owl:Class ;
    rdfs:comment ""Any pizza topping that has spiciness Hot""@en ;
    owl:equivalentClass [ a owl:Class ;
            owl:intersectionOf [ rdf:first :pizza_topping ;
                    rdf:rest [ rdf:first [ a owl:Restriction ;
                                    owl:onProperty :has_spiciness ;
                                    owl:someValuesFrom :hot ] ;
                            rdf:rest :nil ] ] ] .

",spicy topping is same as all of (a pizza topping and at least has spiciness some a hot).,A spicy topping is the same as any pizza topping that has some level of spiciness and is hot.,1,True
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#ParmesanTopping,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:parmesan_topping a owl:Class ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_spiciness ;
            owl:someValuesFrom :mild ],
        :cheese_topping ;
    owl:disjointWith :four_cheeses_topping,
        :goats_cheese_topping,
        :gorgonzola_topping,
        :mozzarella_topping .

","parmesan topping is a type of a cheese topping.
parmesan topping is a type of at least has spiciness some a mild.
parmesan topping is different from a goats cheese topping.
parmesan topping is different from a gorgonzola topping.
parmesan topping is different from a mozzarella topping.
parmesan topping is different from a four cheeses topping.","Parmesan topping is a type of cheese topping that has a mild spiciness. It is distinct from goat's cheese topping, gorgonzola topping, mozzarella topping, and four cheeses topping.",6,True
